Instruments,Intervals,Participant_ID,rating_stimulus,rating_score
pipeorgan,C3F#3,16,32k,31
pipeorgan,C3F#3,5,32k,31
pipeorgan,C4G4,12,32k,31
pipeorgan,C4F#4,4,32k,31
piano,C3A#3,1,32k,30
piano,C3F#3,14,32k,30
piano,C4F#4,7,32k,30
piano,C4G4,15,32k,30
cello,C4G4,1,96k,80
cello,C4G4,11,96k,100
cello,C4G4,12,96k,98
cello,C4G4,13,96k,60
cello,C4G4,14,96k,42
cello,C4G4,15,96k,80
cello,C4G4,16,96k,100
cello,C4G4,17,96k,72
cello,C4G4,2,96k,54
cello,C4G4,4,96k,86
cello,C4G4,5,96k,100
cello,C4G4,6,96k,89
cello,C4G4,7,96k,79
cello,C4G4,8,96k,100
cello,C4G4,1,wav_ak_EQ,20
cello,C4G4,11,wav_ak_EQ,100
cello,C4G4,12,wav_ak_EQ,45
cello,C4G4,13,wav_ak_EQ,39
cello,C4G4,14,wav_ak_EQ,59
cello,C4G4,15,wav_ak_EQ,42
cello,C4G4,16,wav_ak_EQ,55
cello,C4G4,17,wav_ak_EQ,1
cello,C4G4,2,wav_ak_EQ,76
cello,C4G4,4,wav_ak_EQ,73
cello,C4G4,5,wav_ak_EQ,74
cello,C4G4,6,wav_ak_EQ,59
cello,C4G4,7,wav_ak_EQ,57
cello,C4G4,8,wav_ak_EQ,72
cello,C4G4,1,96k_ak_EQ,23
cello,C4G4,11,96k_ak_EQ,88
cello,C4G4,12,96k_ak_EQ,38
cello,C4G4,13,96k_ak_EQ,30
cello,C4G4,14,96k_ak_EQ,37
cello,C4G4,15,96k_ak_EQ,40
cello,C4G4,16,96k_ak_EQ,13
cello,C4G4,17,96k_ak_EQ,27
cello,C4G4,2,96k_ak_EQ,49
cello,C4G4,4,96k_ak_EQ,43
cello,C4G4,5,96k_ak_EQ,69
cello,C4G4,6,96k_ak_EQ,64
cello,C4G4,7,96k_ak_EQ,34
cello,C4G4,8,96k_ak_EQ,70
cello,C4G4,1,wav_muk_EQ,59
cello,C4G4,11,wav_muk_EQ,56
cello,C4G4,12,wav_muk_EQ,40
cello,C4G4,13,wav_muk_EQ,40
cello,C4G4,14,wav_muk_EQ,99
cello,C4G4,15,wav_muk_EQ,72
cello,C4G4,16,wav_muk_EQ,75
cello,C4G4,17,wav_muk_EQ,79
cello,C4G4,2,wav_muk_EQ,80
cello,C4G4,4,wav_muk_EQ,86
cello,C4G4,5,wav_muk_EQ,73
cello,C4G4,6,wav_muk_EQ,49
cello,C4G4,7,wav_muk_EQ,84
cello,C4G4,8,wav_muk_EQ,38
cello,C4G4,1,96k_muk_EQ,90
cello,C4G4,11,96k_muk_EQ,26
cello,C4G4,12,96k_muk_EQ,39
cello,C4G4,13,96k_muk_EQ,60
cello,C4G4,14,96k_muk_EQ,63
cello,C4G4,15,96k_muk_EQ,62
cello,C4G4,16,96k_muk_EQ,54
cello,C4G4,17,96k_muk_EQ,41
cello,C4G4,2,96k_muk_EQ,68
cello,C4G4,4,96k_muk_EQ,60
cello,C4G4,5,96k_muk_EQ,68
cello,C4G4,6,96k_muk_EQ,72
cello,C4G4,7,96k_muk_EQ,71
cello,C4G4,8,96k_muk_EQ,44
cello,C4G4,1,wav,100
cello,C4G4,11,wav,86
cello,C4G4,12,wav,94
cello,C4G4,13,wav,84
cello,C4G4,14,wav,82
cello,C4G4,15,wav,67
cello,C4G4,16,wav,65
cello,C4G4,17,wav,78
cello,C4G4,2,wav,100
cello,C4G4,4,wav,59
cello,C4G4,5,wav,59
cello,C4G4,6,wav,100
cello,C4G4,7,wav,56
cello,C4G4,8,wav,100
pipeorgan,C3C#3,2,32k,30
pipeorgan,C4C#4,12,32k,30
cello,C3C#3,5,32k,29
piano,C3A#3,12,32k,29
piano,C3C#3,5,32k,29
piano,C3G3,12,32k,29
piano,C4G4,14,32k,29
pipeorgan,C3A#3,13,32k,29
pipeorgan,C3A#3,8,32k,29
pipeorgan,C4F#4,11,32k,29
cello,C3G3,15,32k,28
cello,C4G4,4,32k,28
piano,C3C#3,14,32k,28
piano,C3G3,11,32k,28
piano,C3A#3,1,96k,75
piano,C3A#3,11,96k,100
piano,C3A#3,12,96k,62
piano,C3A#3,13,96k,68
piano,C3A#3,14,96k,31
piano,C3A#3,15,96k,50
piano,C3A#3,16,96k,36
piano,C3A#3,17,96k,90
piano,C3A#3,2,96k,54
piano,C3A#3,4,96k,65
piano,C3A#3,5,96k,69
piano,C3A#3,6,96k,50
piano,C3A#3,7,96k,83
piano,C3A#3,8,96k,100
piano,C3A#3,1,wav_ak_EQ,22
piano,C3A#3,11,wav_ak_EQ,62
piano,C3A#3,12,wav_ak_EQ,44
piano,C3A#3,13,wav_ak_EQ,13
piano,C3A#3,14,wav_ak_EQ,50
piano,C3A#3,15,wav_ak_EQ,63
piano,C3A#3,16,wav_ak_EQ,57
piano,C3A#3,17,wav_ak_EQ,30
piano,C3A#3,2,wav_ak_EQ,75
piano,C3A#3,4,wav_ak_EQ,72
piano,C3A#3,5,wav_ak_EQ,86
piano,C3A#3,6,wav_ak_EQ,45
piano,C3A#3,7,wav_ak_EQ,61
piano,C3A#3,8,wav_ak_EQ,29
piano,C3A#3,1,96k_ak_EQ,50
piano,C3A#3,11,96k_ak_EQ,36
piano,C3A#3,12,96k_ak_EQ,44
piano,C3A#3,13,96k_ak_EQ,16
piano,C3A#3,14,96k_ak_EQ,28
piano,C3A#3,15,96k_ak_EQ,88
piano,C3A#3,16,96k_ak_EQ,45
piano,C3A#3,17,96k_ak_EQ,22
piano,C3A#3,2,96k_ak_EQ,50
piano,C3A#3,4,96k_ak_EQ,84
piano,C3A#3,5,96k_ak_EQ,86
piano,C3A#3,6,96k_ak_EQ,43
piano,C3A#3,7,96k_ak_EQ,40
piano,C3A#3,8,96k_ak_EQ,28
piano,C3A#3,1,wav_muk_EQ,100
piano,C3A#3,11,wav_muk_EQ,63
piano,C3A#3,12,wav_muk_EQ,41
piano,C3A#3,13,wav_muk_EQ,28
piano,C3A#3,14,wav_muk_EQ,70
piano,C3A#3,15,wav_muk_EQ,12
piano,C3A#3,16,wav_muk_EQ,23
piano,C3A#3,17,wav_muk_EQ,34
piano,C3A#3,2,wav_muk_EQ,66
piano,C3A#3,4,wav_muk_EQ,84
piano,C3A#3,5,wav_muk_EQ,60
piano,C3A#3,6,wav_muk_EQ,36
piano,C3A#3,7,wav_muk_EQ,43
piano,C3A#3,8,wav_muk_EQ,68
piano,C3A#3,1,96k_muk_EQ,44
piano,C3A#3,11,96k_muk_EQ,59
piano,C3A#3,12,96k_muk_EQ,40
piano,C3A#3,13,96k_muk_EQ,29
piano,C3A#3,14,96k_muk_EQ,89
piano,C3A#3,15,96k_muk_EQ,13
piano,C3A#3,16,96k_muk_EQ,30
piano,C3A#3,17,96k_muk_EQ,46
piano,C3A#3,2,96k_muk_EQ,76
piano,C3A#3,4,96k_muk_EQ,72
piano,C3A#3,5,96k_muk_EQ,100
piano,C3A#3,6,96k_muk_EQ,36
piano,C3A#3,7,96k_muk_EQ,24
piano,C3A#3,8,96k_muk_EQ,36
piano,C3A#3,1,wav,70
piano,C3A#3,11,wav,96
piano,C3A#3,12,wav,75
piano,C3A#3,13,wav,51
piano,C3A#3,14,wav,32
piano,C3A#3,15,wav,58
piano,C3A#3,16,wav,100
piano,C3A#3,17,wav,88
piano,C3A#3,2,wav,51
piano,C3A#3,4,wav,61
piano,C3A#3,5,wav,52
piano,C3A#3,6,wav,70
piano,C3A#3,7,wav,70
piano,C3A#3,8,wav,100
pipeorgan,C3F#3,13,32k,28
pipeorgan,C3G3,11,32k,28
pipeorgan,C3G3,6,32k,28
pipeorgan,C4C#4,7,32k,28
pipeorgan,C4F#4,13,32k,28
cello,C4A#4,13,32k,27
cello,C4G4,16,32k,27
piano,C3F#3,11,32k,27
piano,C4A#4,5,32k,27
piano,C4F#4,17,32k,27
piano,C4G4,16,32k,27
pipeorgan,C3F#3,4,32k,27
pipeorgan,C3G3,13,32k,27
pipeorgan,C3G3,7,32k,27
piano,C3C#3,1,96k,80
piano,C3C#3,11,96k,79
piano,C3C#3,12,96k,88
piano,C3C#3,13,96k,77
piano,C3C#3,14,96k,66
piano,C3C#3,15,96k,69
piano,C3C#3,16,96k,100
piano,C3C#3,17,96k,92
piano,C3C#3,2,96k,74
piano,C3C#3,4,96k,84
piano,C3C#3,5,96k,47
piano,C3C#3,6,96k,68
piano,C3C#3,7,96k,53
piano,C3C#3,8,96k,100
piano,C3C#3,1,wav_ak_EQ,48
piano,C3C#3,11,wav_ak_EQ,19
piano,C3C#3,12,wav_ak_EQ,29
piano,C3C#3,13,wav_ak_EQ,50
piano,C3C#3,14,wav_ak_EQ,86
piano,C3C#3,15,wav_ak_EQ,34
piano,C3C#3,16,wav_ak_EQ,35
piano,C3C#3,17,wav_ak_EQ,13
piano,C3C#3,2,wav_ak_EQ,100
piano,C3C#3,4,wav_ak_EQ,79
piano,C3C#3,5,wav_ak_EQ,89
piano,C3C#3,6,wav_ak_EQ,72
piano,C3C#3,7,wav_ak_EQ,35
piano,C3C#3,8,wav_ak_EQ,21
piano,C3C#3,1,96k_ak_EQ,40
piano,C3C#3,11,96k_ak_EQ,14
piano,C3C#3,12,96k_ak_EQ,30
piano,C3C#3,13,96k_ak_EQ,33
piano,C3C#3,14,96k_ak_EQ,71
piano,C3C#3,15,96k_ak_EQ,48
piano,C3C#3,16,96k_ak_EQ,13
piano,C3C#3,17,96k_ak_EQ,8
piano,C3C#3,2,96k_ak_EQ,100
piano,C3C#3,4,96k_ak_EQ,64
piano,C3C#3,5,96k_ak_EQ,89
piano,C3C#3,6,96k_ak_EQ,28
piano,C3C#3,7,96k_ak_EQ,34
piano,C3C#3,8,96k_ak_EQ,21
piano,C3C#3,1,wav_muk_EQ,81
piano,C3C#3,11,wav_muk_EQ,72
piano,C3C#3,12,wav_muk_EQ,50
piano,C3C#3,13,wav_muk_EQ,33
piano,C3C#3,14,wav_muk_EQ,29
piano,C3C#3,15,wav_muk_EQ,32
piano,C3C#3,16,wav_muk_EQ,76
piano,C3C#3,17,wav_muk_EQ,8
piano,C3C#3,2,wav_muk_EQ,88
piano,C3C#3,4,wav_muk_EQ,69
piano,C3C#3,5,wav_muk_EQ,37
piano,C3C#3,6,wav_muk_EQ,28
piano,C3C#3,7,wav_muk_EQ,70
piano,C3C#3,8,wav_muk_EQ,39
piano,C3C#3,1,96k_muk_EQ,48
piano,C3C#3,11,96k_muk_EQ,59
piano,C3C#3,12,96k_muk_EQ,44
piano,C3C#3,13,96k_muk_EQ,40
piano,C3C#3,14,96k_muk_EQ,13
piano,C3C#3,15,96k_muk_EQ,30
piano,C3C#3,16,96k_muk_EQ,75
piano,C3C#3,17,96k_muk_EQ,20
piano,C3C#3,2,96k_muk_EQ,66
piano,C3C#3,4,96k_muk_EQ,80
piano,C3C#3,5,96k_muk_EQ,53
piano,C3C#3,6,96k_muk_EQ,47
piano,C3C#3,7,96k_muk_EQ,11
piano,C3C#3,8,96k_muk_EQ,40
piano,C3C#3,1,wav,100
piano,C3C#3,11,wav,100
piano,C3C#3,12,wav,67
piano,C3C#3,13,wav,88
piano,C3C#3,14,wav,48
piano,C3C#3,15,wav,100
piano,C3C#3,16,wav,100
piano,C3C#3,17,wav,84
piano,C3C#3,2,wav,61
piano,C3C#3,4,wav,86
piano,C3C#3,5,wav,53
piano,C3C#3,6,wav,70
piano,C3C#3,7,wav,50
piano,C3C#3,8,wav,100
pipeorgan,C4F#4,12,32k,27
pipeorgan,C4G4,2,32k,27
cello,C3A#3,7,32k,26
piano,C4F#4,5,32k,26
piano,C4G4,13,32k,26
pipeorgan,C3A#3,2,32k,26
pipeorgan,C3F#3,2,32k,26
pipeorgan,C3G3,2,32k,26
pipeorgan,C4G4,8,32k,26
piano,C4A#4,11,32k,25
pipeorgan,C3C#3,11,32k,25
pipeorgan,C3C#3,14,32k,25
pipeorgan,C3F#3,12,32k,25
pipeorgan,C3G3,12,32k,25
piano,C3F#3,1,96k,51
piano,C3F#3,11,96k,100
piano,C3F#3,12,96k,82
piano,C3F#3,13,96k,77
piano,C3F#3,14,96k,10
piano,C3F#3,15,96k,100
piano,C3F#3,16,96k,72
piano,C3F#3,17,96k,87
piano,C3F#3,2,96k,53
piano,C3F#3,4,96k,89
piano,C3F#3,5,96k,56
piano,C3F#3,6,96k,70
piano,C3F#3,7,96k,90
piano,C3F#3,8,96k,100
piano,C3F#3,1,wav_ak_EQ,70
piano,C3F#3,11,wav_ak_EQ,57
piano,C3F#3,12,wav_ak_EQ,50
piano,C3F#3,13,wav_ak_EQ,34
piano,C3F#3,14,wav_ak_EQ,34
piano,C3F#3,15,wav_ak_EQ,66
piano,C3F#3,16,wav_ak_EQ,67
piano,C3F#3,17,wav_ak_EQ,38
piano,C3F#3,2,wav_ak_EQ,71
piano,C3F#3,4,wav_ak_EQ,68
piano,C3F#3,5,wav_ak_EQ,100
piano,C3F#3,6,wav_ak_EQ,33
piano,C3F#3,7,wav_ak_EQ,50
piano,C3F#3,8,wav_ak_EQ,40
piano,C3F#3,1,96k_ak_EQ,69
piano,C3F#3,11,96k_ak_EQ,57
piano,C3F#3,12,96k_ak_EQ,40
piano,C3F#3,13,96k_ak_EQ,50
piano,C3F#3,14,96k_ak_EQ,0
piano,C3F#3,15,96k_ak_EQ,50
piano,C3F#3,16,96k_ak_EQ,100
piano,C3F#3,17,96k_ak_EQ,14
piano,C3F#3,2,96k_ak_EQ,57
piano,C3F#3,4,96k_ak_EQ,81
piano,C3F#3,5,96k_ak_EQ,84
piano,C3F#3,6,96k_ak_EQ,30
piano,C3F#3,7,96k_ak_EQ,45
piano,C3F#3,8,96k_ak_EQ,38
piano,C3F#3,1,wav_muk_EQ,100
piano,C3F#3,11,wav_muk_EQ,80
piano,C3F#3,12,wav_muk_EQ,38
piano,C3F#3,13,wav_muk_EQ,27
piano,C3F#3,14,wav_muk_EQ,86
piano,C3F#3,15,wav_muk_EQ,12
piano,C3F#3,16,wav_muk_EQ,37
piano,C3F#3,17,wav_muk_EQ,29
piano,C3F#3,2,wav_muk_EQ,100
piano,C3F#3,4,wav_muk_EQ,50
piano,C3F#3,5,wav_muk_EQ,87
piano,C3F#3,6,wav_muk_EQ,22
piano,C3F#3,7,wav_muk_EQ,60
piano,C3F#3,8,wav_muk_EQ,38
piano,C3F#3,1,96k_muk_EQ,92
piano,C3F#3,11,96k_muk_EQ,69
piano,C3F#3,12,96k_muk_EQ,40
piano,C3F#3,13,96k_muk_EQ,26
piano,C3F#3,14,96k_muk_EQ,73
piano,C3F#3,15,96k_muk_EQ,23
piano,C3F#3,16,96k_muk_EQ,47
piano,C3F#3,17,96k_muk_EQ,21
piano,C3F#3,2,96k_muk_EQ,92
piano,C3F#3,4,96k_muk_EQ,80
piano,C3F#3,5,96k_muk_EQ,66
piano,C3F#3,6,96k_muk_EQ,43
piano,C3F#3,7,96k_muk_EQ,66
piano,C3F#3,8,96k_muk_EQ,38
piano,C3F#3,1,wav,100
piano,C3F#3,11,wav,100
piano,C3F#3,12,wav,69
piano,C3F#3,13,wav,72
piano,C3F#3,14,wav,28
piano,C3F#3,15,wav,70
piano,C3F#3,16,wav,79
piano,C3F#3,17,wav,87
piano,C3F#3,2,wav,100
piano,C3F#3,4,wav,83
piano,C3F#3,5,wav,55
piano,C3F#3,6,wav,70
piano,C3F#3,7,wav,70
piano,C3F#3,8,wav,100
pipeorgan,C4C#4,11,32k,25
cello,C4F#4,2,32k,24
piano,C3A#3,6,32k,24
piano,C4A#4,13,32k,24
piano,C4C#4,15,32k,24
piano,C4F#4,14,32k,24
pipeorgan,C4C#4,14,32k,24
cello,C4G4,5,32k,23
piano,C3G3,1,32k,23
piano,C4G4,11,32k,23
pipeorgan,C3C#3,13,32k,23
pipeorgan,C3G3,5,32k,23
piano,C3C#3,1,32k,22
piano,C3F#3,2,32k,22
piano,C3G3,1,96k,88
piano,C3G3,11,96k,82
piano,C3G3,12,96k,68
piano,C3G3,13,96k,66
piano,C3G3,14,96k,48
piano,C3G3,15,96k,88
piano,C3G3,16,96k,73
piano,C3G3,17,96k,72
piano,C3G3,2,96k,44
piano,C3G3,4,96k,92
piano,C3G3,5,96k,67
piano,C3G3,6,96k,94
piano,C3G3,7,96k,89
piano,C3G3,8,96k,100
piano,C3G3,1,wav_ak_EQ,37
piano,C3G3,11,wav_ak_EQ,66
piano,C3G3,12,wav_ak_EQ,50
piano,C3G3,13,wav_ak_EQ,59
piano,C3G3,14,wav_ak_EQ,26
piano,C3G3,15,wav_ak_EQ,46
piano,C3G3,16,wav_ak_EQ,55
piano,C3G3,17,wav_ak_EQ,40
piano,C3G3,2,wav_ak_EQ,100
piano,C3G3,4,wav_ak_EQ,57
piano,C3G3,5,wav_ak_EQ,100
piano,C3G3,6,wav_ak_EQ,30
piano,C3G3,7,wav_ak_EQ,60
piano,C3G3,8,wav_ak_EQ,40
piano,C3G3,1,96k_ak_EQ,72
piano,C3G3,11,96k_ak_EQ,83
piano,C3G3,12,96k_ak_EQ,42
piano,C3G3,13,96k_ak_EQ,53
piano,C3G3,14,96k_ak_EQ,52
piano,C3G3,15,96k_ak_EQ,60
piano,C3G3,16,96k_ak_EQ,60
piano,C3G3,17,96k_ak_EQ,42
piano,C3G3,2,96k_ak_EQ,87
piano,C3G3,4,96k_ak_EQ,32
piano,C3G3,5,96k_ak_EQ,88
piano,C3G3,6,96k_ak_EQ,29
piano,C3G3,7,96k_ak_EQ,54
piano,C3G3,8,96k_ak_EQ,40
piano,C3G3,1,wav_muk_EQ,91
piano,C3G3,11,wav_muk_EQ,58
piano,C3G3,12,wav_muk_EQ,53
piano,C3G3,13,wav_muk_EQ,48
piano,C3G3,14,wav_muk_EQ,68
piano,C3G3,15,wav_muk_EQ,23
piano,C3G3,16,wav_muk_EQ,37
piano,C3G3,17,wav_muk_EQ,18
piano,C3G3,2,wav_muk_EQ,72
piano,C3G3,4,wav_muk_EQ,88
piano,C3G3,5,wav_muk_EQ,100
piano,C3G3,6,wav_muk_EQ,40
piano,C3G3,7,wav_muk_EQ,72
piano,C3G3,8,wav_muk_EQ,44
piano,C3G3,1,96k_muk_EQ,100
piano,C3G3,11,96k_muk_EQ,62
piano,C3G3,12,96k_muk_EQ,48
piano,C3G3,13,96k_muk_EQ,31
piano,C3G3,14,96k_muk_EQ,90
piano,C3G3,15,96k_muk_EQ,36
piano,C3G3,16,96k_muk_EQ,37
piano,C3G3,17,96k_muk_EQ,19
piano,C3G3,2,96k_muk_EQ,68
piano,C3G3,4,96k_muk_EQ,48
piano,C3G3,5,96k_muk_EQ,100
piano,C3G3,6,96k_muk_EQ,27
piano,C3G3,7,96k_muk_EQ,33
piano,C3G3,8,96k_muk_EQ,15
piano,C3G3,1,wav,80
piano,C3G3,11,wav,100
piano,C3G3,12,wav,100
piano,C3G3,13,wav,74
piano,C3G3,14,wav,12
piano,C3G3,15,wav,100
piano,C3G3,16,wav,81
piano,C3G3,17,wav,91
piano,C3G3,2,wav,38
piano,C3G3,4,wav,100
piano,C3G3,5,wav,69
piano,C3G3,6,wav,100
piano,C3G3,7,wav,74
piano,C3G3,8,wav,100
piano,C3F#3,8,32k,22
piano,C3G3,8,32k,22
piano,C4A#4,8,32k,22
piano,C4C#4,17,32k,22
piano,C4C#4,6,32k,22
pipeorgan,C3A#3,11,32k,22
pipeorgan,C4A#4,4,32k,22
pipeorgan,C4C#4,8,32k,22
pipeorgan,C4G4,11,32k,22
cello,C3F#3,7,32k,21
piano,C4A#4,4,32k,21
piano,C4G4,17,32k,21
pipeorgan,C3A#3,1,32k,21
pipeorgan,C3F#3,15,32k,21
piano,C4A#4,1,96k,57
piano,C4A#4,11,96k,83
piano,C4A#4,12,96k,88
piano,C4A#4,13,96k,72
piano,C4A#4,14,96k,85
piano,C4A#4,15,96k,49
piano,C4A#4,16,96k,100
piano,C4A#4,17,96k,79
piano,C4A#4,2,96k,58
piano,C4A#4,4,96k,91
piano,C4A#4,5,96k,76
piano,C4A#4,6,96k,69
piano,C4A#4,7,96k,71
piano,C4A#4,8,96k,100
piano,C4A#4,1,wav_ak_EQ,41
piano,C4A#4,11,wav_ak_EQ,73
piano,C4A#4,12,wav_ak_EQ,41
piano,C4A#4,13,wav_ak_EQ,86
piano,C4A#4,14,wav_ak_EQ,47
piano,C4A#4,15,wav_ak_EQ,80
piano,C4A#4,16,wav_ak_EQ,17
piano,C4A#4,17,wav_ak_EQ,17
piano,C4A#4,2,wav_ak_EQ,84
piano,C4A#4,4,wav_ak_EQ,70
piano,C4A#4,5,wav_ak_EQ,87
piano,C4A#4,6,wav_ak_EQ,100
piano,C4A#4,7,wav_ak_EQ,51
piano,C4A#4,8,wav_ak_EQ,12
piano,C4A#4,1,96k_ak_EQ,50
piano,C4A#4,11,96k_ak_EQ,86
piano,C4A#4,12,96k_ak_EQ,26
piano,C4A#4,13,96k_ak_EQ,64
piano,C4A#4,14,96k_ak_EQ,31
piano,C4A#4,15,96k_ak_EQ,100
piano,C4A#4,16,96k_ak_EQ,10
piano,C4A#4,17,96k_ak_EQ,7
piano,C4A#4,2,96k_ak_EQ,100
piano,C4A#4,4,96k_ak_EQ,65
piano,C4A#4,5,96k_ak_EQ,81
piano,C4A#4,6,96k_ak_EQ,79
piano,C4A#4,7,96k_ak_EQ,39
piano,C4A#4,8,96k_ak_EQ,12
piano,C4A#4,1,wav_muk_EQ,70
piano,C4A#4,11,wav_muk_EQ,29
piano,C4A#4,12,wav_muk_EQ,43
piano,C4A#4,13,wav_muk_EQ,52
piano,C4A#4,14,wav_muk_EQ,32
piano,C4A#4,15,wav_muk_EQ,25
piano,C4A#4,16,wav_muk_EQ,100
piano,C4A#4,17,wav_muk_EQ,38
piano,C4A#4,2,wav_muk_EQ,71
piano,C4A#4,4,wav_muk_EQ,81
piano,C4A#4,5,wav_muk_EQ,100
piano,C4A#4,6,wav_muk_EQ,36
piano,C4A#4,7,wav_muk_EQ,61
piano,C4A#4,8,wav_muk_EQ,37
piano,C4A#4,1,96k_muk_EQ,53
piano,C4A#4,11,96k_muk_EQ,51
piano,C4A#4,12,96k_muk_EQ,44
piano,C4A#4,13,96k_muk_EQ,56
piano,C4A#4,14,96k_muk_EQ,10
piano,C4A#4,15,96k_muk_EQ,25
piano,C4A#4,16,96k_muk_EQ,77
piano,C4A#4,17,96k_muk_EQ,34
piano,C4A#4,2,96k_muk_EQ,66
piano,C4A#4,4,96k_muk_EQ,78
piano,C4A#4,5,96k_muk_EQ,70
piano,C4A#4,6,96k_muk_EQ,38
piano,C4A#4,7,96k_muk_EQ,38
piano,C4A#4,8,96k_muk_EQ,36
piano,C4A#4,1,wav,72
piano,C4A#4,11,wav,50
piano,C4A#4,12,wav,82
piano,C4A#4,13,wav,34
piano,C4A#4,14,wav,65
piano,C4A#4,15,wav,64
piano,C4A#4,16,wav,74
piano,C4A#4,17,wav,85
piano,C4A#4,2,wav,63
piano,C4A#4,4,wav,84
piano,C4A#4,5,wav,88
piano,C4A#4,6,wav,72
piano,C4A#4,7,wav,60
piano,C4A#4,8,wav,100
pipeorgan,C3C#3,1,32k,20
pipeorgan,C3C#3,7,32k,20
pipeorgan,C3F#3,1,32k,20
pipeorgan,C4A#4,8,32k,20
pipeorgan,C4C#4,1,32k,20
pipeorgan,C4C#4,16,32k,20
pipeorgan,C3A#3,16,32k,19
pipeorgan,C3F#3,14,32k,19
cello,C3A#3,8,32k,18
cello,C3G3,8,32k,18
cello,C4C#4,8,32k,18
cello,C4F#4,8,32k,18
piano,C3A#3,13,32k,18
piano,C3C#3,12,32k,18
piano,C4C#4,1,96k,51
piano,C4C#4,11,96k,100
piano,C4C#4,12,96k,80
piano,C4C#4,13,96k,56
piano,C4C#4,14,96k,52
piano,C4C#4,15,96k,70
piano,C4C#4,16,96k,100
piano,C4C#4,17,96k,81
piano,C4C#4,2,96k,78
piano,C4C#4,4,96k,84
piano,C4C#4,5,96k,86
piano,C4C#4,6,96k,100
piano,C4C#4,7,96k,68
piano,C4C#4,8,96k,100
piano,C4C#4,1,wav_ak_EQ,82
piano,C4C#4,11,wav_ak_EQ,82
piano,C4C#4,12,wav_ak_EQ,31
piano,C4C#4,13,wav_ak_EQ,16
piano,C4C#4,14,wav_ak_EQ,84
piano,C4C#4,15,wav_ak_EQ,50
piano,C4C#4,16,wav_ak_EQ,3
piano,C4C#4,17,wav_ak_EQ,26
piano,C4C#4,2,wav_ak_EQ,68
piano,C4C#4,4,wav_ak_EQ,78
piano,C4C#4,5,wav_ak_EQ,86
piano,C4C#4,6,wav_ak_EQ,42
piano,C4C#4,7,wav_ak_EQ,50
piano,C4C#4,8,wav_ak_EQ,21
piano,C4C#4,1,96k_ak_EQ,59
piano,C4C#4,11,96k_ak_EQ,78
piano,C4C#4,12,96k_ak_EQ,32
piano,C4C#4,13,96k_ak_EQ,21
piano,C4C#4,14,96k_ak_EQ,10
piano,C4C#4,15,96k_ak_EQ,53
piano,C4C#4,16,96k_ak_EQ,61
piano,C4C#4,17,96k_ak_EQ,15
piano,C4C#4,2,96k_ak_EQ,56
piano,C4C#4,4,96k_ak_EQ,76
piano,C4C#4,5,96k_ak_EQ,91
piano,C4C#4,6,96k_ak_EQ,62
piano,C4C#4,7,96k_ak_EQ,40
piano,C4C#4,8,96k_ak_EQ,20
piano,C4C#4,1,wav_muk_EQ,91
piano,C4C#4,11,wav_muk_EQ,24
piano,C4C#4,12,wav_muk_EQ,39
piano,C4C#4,13,wav_muk_EQ,46
piano,C4C#4,14,wav_muk_EQ,28
piano,C4C#4,15,wav_muk_EQ,24
piano,C4C#4,16,wav_muk_EQ,43
piano,C4C#4,17,wav_muk_EQ,37
piano,C4C#4,2,wav_muk_EQ,65
piano,C4C#4,4,wav_muk_EQ,71
piano,C4C#4,5,wav_muk_EQ,91
piano,C4C#4,6,wav_muk_EQ,80
piano,C4C#4,7,wav_muk_EQ,56
piano,C4C#4,8,wav_muk_EQ,42
piano,C4C#4,1,96k_muk_EQ,100
piano,C4C#4,11,96k_muk_EQ,20
piano,C4C#4,12,96k_muk_EQ,32
piano,C4C#4,13,96k_muk_EQ,31
piano,C4C#4,14,96k_muk_EQ,48
piano,C4C#4,15,96k_muk_EQ,7
piano,C4C#4,16,96k_muk_EQ,55
piano,C4C#4,17,96k_muk_EQ,35
piano,C4C#4,2,96k_muk_EQ,53
piano,C4C#4,4,96k_muk_EQ,75
piano,C4C#4,5,96k_muk_EQ,100
piano,C4C#4,6,96k_muk_EQ,41
piano,C4C#4,7,96k_muk_EQ,40
piano,C4C#4,8,96k_muk_EQ,46
piano,C4C#4,1,wav,57
piano,C4C#4,11,wav,100
piano,C4C#4,12,wav,85
piano,C4C#4,13,wav,59
piano,C4C#4,14,wav,70
piano,C4C#4,15,wav,100
piano,C4C#4,16,wav,100
piano,C4C#4,17,wav,88
piano,C4C#4,2,wav,59
piano,C4C#4,4,wav,78
piano,C4C#4,5,wav,89
piano,C4C#4,6,wav,100
piano,C4C#4,7,wav,66
piano,C4C#4,8,wav,100
piano,C3C#3,4,32k,18
piano,C3F#3,7,32k,18
pipeorgan,C3A#3,14,32k,18
pipeorgan,C3C#3,6,32k,18
pipeorgan,C4A#4,13,32k,18
pipeorgan,C4A#4,17,32k,18
cello,C3F#3,14,32k,17
piano,C4G4,2,32k,17
pipeorgan,C3G3,14,32k,17
pipeorgan,C4F#4,15,32k,17
pipeorgan,C4G4,7,32k,17
piano,C3C#3,11,32k,16
piano,C3G3,15,32k,16
piano,C4C#4,16,32k,16
piano,C4F#4,1,96k,90
piano,C4F#4,11,96k,92
piano,C4F#4,12,96k,79
piano,C4F#4,13,96k,72
piano,C4F#4,14,96k,67
piano,C4F#4,15,96k,43
piano,C4F#4,16,96k,100
