PEMO,
-3.35488278575359
-1.15172561693275
-2.33240626208684
-2.82288551474503
0
-2.09268093933282
-2.72098573342506
-3.33819023464194
-0.890503858658025
-2.0435541871771
-2.7205157141761
0
-1.64988720815248
-2.56613654602902
-3.32654418636172
-0.947690676787648
-2.66928360222861
-2.91230481385418
0
-2.56541371075872
-2.89951762496597
-3.3556980018253
-1.08299442454773
-2.83078546600536
-2.65821996786186
0
-2.78933615804586
-2.63637143033972
-3.36998097952441
-1.21990326271676
-2.77178296680311
-2.9085948817008
0
-2.60990323857621
-2.80577973502784
-3.36001971359402
-1.17384009545819
-2.51707130461087
-2.87115562406737
0
-2.42229368406128
-2.74245436674268
-3.36952671378213
-1.1630613347893
-2.91466081959572
-2.96766508971423
0
-2.85119111315469
-2.90724651999306
-3.37196599486218
-1.03721470246694
-2.83309990850274
-2.86750570879644
0
-2.79124120042379
-2.78226899848237
-3.06957132621835
-2.53453945790109
-2.57417262830488
-3.04065009326157
0
-1.76357332873559
-2.41854032557585
-2.99644247363506
-1.98655834005981
-2.30472086894704
-2.96259536673232
0
-1.42817993268073
-2.40937527337242
-2.58744013072859
-1.72417948722442
-1.88010190724318
-2.84731111331334
0
-1.40007531032446
-1.89621819684981
-2.76385956972663
-1.97727980752411
-2.10440411915701
-2.96868465716578
0
-1.44460385703669
-2.06715169342743
-3.25836857151272
-2.50058000050872
-1.78120256716013
-3.06009529308274
0
-1.4104937200339
-2.79800356935441
-3.2920679392298
-2.43399090176657
-2.42102498864675
-3.04804642938572
0
-1.75002436507456
-2.63713498983244
-3.2707201863861
-2.37838260868913
-2.44843092987123
-3.037125045399
0
-2.33863605911177
-2.82013861362609
-3.29421876277079
-2.2601992352526
-1.91347973701475
-3.09665733862764
0
-1.75215400310845
-2.91365018881822
-3.17233302621628
-0.215420851917731
-0.838855020174126
-1.32762317875066
0
-0.752775895361552
-1.21601758854274
-3.00532840367254
-0.357476770435429
-0.857638982330108
-1.00835510152769
0
-0.654074552629201
-0.672673249750861
-2.94412296858855
-0.261214447411351
-1.65447156311204
-1.21001705182868
0
-1.59411512111588
-0.920430082850157
-3.22864752718935
-0.228198548983709
-1.00427760646035
-1.11615355677449
0
-0.984204072899821
-0.833781781344182
-3.28274935068885
-0.410780442681862
-1.16396820726166
-1.79581931346145
0
-0.968146005074981
-1.43234964385229
-3.20574546560307
-0.548086432965309
-0.953170467501597
-1.40710520391851
0
-0.805670613087177
-0.802846939696284
-3.21266602876996
-0.397522369143829
-1.33153902230087
-1.56418285995386
0
-1.24156155141169
-1.20563438149136
-3.28181727683943
-0.405145310172408
-1.2058030156869
-1.98158626436196
0
-1.21791049604982
-1.74455439870769
