score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.317,15.0,60.0,2.0,-15.0,7.86,0.1,50.0
0.266,60.0,42.72,2.0,-14.94,7.24,0.1,66.61
0.301,15.0,54.85,2.0,-15.0,10.0,1.82,50.0
0.308,15.0,30.0,2.0,-8.97,10.0,0.1,50.0
0.285,15.0,60.0,2.0,-15.0,5.01,0.1,300.0
0.283,15.0,49.35,2.0,-11.81,10.0,4.68,300.0
0.324,15.0,30.0,1.74,-15.0,9.3,0.1,50.0
0.267,15.0,30.0,1.84,0.0,10.0,0.1,286.46
0.233,28.0,50.1,2.0,-9.14,5.21,0.1,207.64
0.273,60.0,60.0,1.99,-15.0,10.0,0.1,50.0
0.283,15.0,60.0,2.0,-8.25,10.0,0.1,160.72
