update,episode,timestep,reward,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0,0,0,0.14,60.0,54.12,0.96,-25.0,1.0,7.56,198.64
0,0,1,0.11,60.0,56.1,0.34,-23.23,1.0,3.39,100.0
0,0,2,0.1,55.93,54.82,0.1,-11.19,1.0,9.05,100.0
0,0,3,0.12,60.0,48.48,0.1,-16.66,4.71,9.7,100.0
0,0,4,0.14,60.0,60.0,0.1,-19.51,3.45,4.05,100.0
0,0,5,0.09,60.0,60.0,0.1,0.0,2.4,1.23,100.0
0,0,6,0.09,60.0,60.0,0.1,0.0,1.0,1.0,100.0
0,0,7,0.09,60.0,60.0,0.1,0.0,1.0,1.0,100.0
0,0,8,0.1,60.0,60.0,0.1,-4.02,1.0,1.0,100.0
0,0,9,0.09,60.0,60.0,0.1,0.0,1.0,1.0,100.0
0,0,10,0.09,60.0,60.0,0.1,0.0,1.0,1.0,100.0
0,0,11,0.09,60.0,60.0,0.1,0.0,1.0,1.0,100.0
0,0,12,0.09,60.0,60.0,0.1,0.0,1.0,1.0,100.0
0,0,13,0.1,60.0,56.89,0.1,0.0,1.0,1.0,139.81
0,0,14,0.09,60.0,60.0,0.1,0.0,1.0,1.0,255.07
0,0,15,0.09,60.0,59.72,0.1,0.0,1.0,1.0,291.3
0,0,16,0.11,60.0,46.96,0.1,0.0,1.0,1.0,267.96
0,0,17,0.11,44.82,51.81,0.1,0.0,1.26,1.0,257.94
0,0,18,0.09,45.98,60.0,0.1,0.0,1.23,1.0,147.6
0,0,19,0.1,40.0,58.51,0.1,0.0,1.0,1.0,100.0
0,1,0,0.14,49.58,45.18,0.83,0.0,3.66,10.0,224.33
0,1,1,0.15,57.29,40.0,0.66,0.0,2.64,10.0,193.07
0,1,2,0.16,57.49,56.44,1.91,0.0,1.0,10.0,180.18
0,1,3,0.2,46.39,57.57,3.0,0.0,1.0,10.0,100.0
0,1,4,0.19,40.0,55.38,2.76,0.0,1.0,10.0,100.0
0,1,5,0.15,40.0,60.0,1.64,-6.17,1.0,10.0,100.0
0,1,6,0.15,40.0,60.0,1.65,-15.38,1.0,4.78,100.0
0,1,7,0.19,40.0,60.0,3.0,-16.8,1.0,5.08,100.0
0,1,8,0.19,40.28,60.0,3.0,-21.15,1.0,4.66,100.0
0,1,9,0.19,40.0,60.0,3.0,-25.0,1.0,10.0,100.0
0,1,10,0.2,40.0,60.0,3.0,-25.0,1.0,10.0,100.0
0,1,11,0.2,40.0,60.0,3.0,-25.0,1.0,10.0,100.0
0,1,12,0.19,40.0,60.0,3.0,-25.0,1.0,9.61,100.0
0,1,13,0.2,40.0,60.0,3.0,-25.0,1.48,3.9,100.0
0,1,14,0.21,40.0,60.0,2.21,-25.0,4.11,5.25,100.0
0,1,15,0.23,40.0,60.0,2.82,-25.0,4.28,8.53,100.0
0,1,16,0.16,40.0,60.0,0.1,-25.0,5.0,8.38,100.0
0,1,17,0.15,40.0,60.0,0.1,-24.77,3.69,10.0,100.0
0,1,18,0.14,40.0,60.0,0.1,-21.01,5.0,10.0,100.0
0,1,19,0.12,40.0,60.0,0.1,-16.48,5.0,10.0,100.0
1,0,0,0.09,56.56,60.0,0.1,0.0,2.66,10.0,100.0
1,0,1,0.09,53.63,60.0,0.1,0.0,1.21,9.71,100.0
1,0,2,0.09,49.7,60.0,0.1,0.0,1.0,6.26,100.0
1,0,3,0.1,40.0,57.59,0.1,0.0,1.5,2.16,100.0
1,0,4,0.09,40.0,60.0,0.1,-0.54,3.58,1.0,100.0
1,0,5,0.09,40.0,60.0,0.1,-4.09,2.17,1.0,100.0
1,0,6,0.12,45.78,60.0,0.1,-16.1,2.46,1.0,100.0
1,0,7,0.16,51.66,60.0,0.1,-24.22,2.71,1.0,100.0
1,0,8,0.16,56.68,60.0,0.1,-25.0,2.6,1.0,100.0
1,0,9,0.09,56.38,60.0,0.1,-4.58,2.36,1.0,100.0
