score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.23,58.96,40.13,2.71,-24.25,1.76,3.84,276.54
0.25,58.52,40.13,2.8,-24.25,2.91,7.95,273.15
0.25,58.52,40.13,2.71,-24.51,3.39,3.84,273.15
0.26,46.46,40.13,2.71,-24.51,4.74,3.84,269.87
0.26,46.46,40.13,2.71,-24.51,4.74,8.69,103.6
0.27,46.46,40.13,2.71,-24.51,4.74,2.0,103.6
0.27,46.46,40.13,2.71,-24.51,4.74,2.0,103.6
0.28,58.5,40.13,2.71,-24.51,4.74,1.25,103.6
0.28,58.5,40.13,2.71,-24.51,4.74,1.25,103.6
0.28,54.43,40.13,2.71,-24.51,4.74,1.25,103.6
0.28,50.72,40.13,2.71,-24.51,4.74,1.25,103.6
