score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.35,51.4,46.48,2.78,-22.85,3.85,3.94,124.15
0.37,48.64,51.89,2.78,-24.93,4.93,1.3,124.15
0.38,47.17,46.48,2.57,-24.87,4.93,1.3,124.15
0.39,50.1,46.48,2.96,-24.93,4.93,1.3,124.15
0.39,57.58,46.48,2.78,-24.93,3.88,1.3,124.15
0.39,44.94,46.48,2.78,-24.93,4.33,1.3,124.15
0.39,42.36,46.48,2.78,-24.93,4.33,1.3,124.15
0.39,42.36,46.48,2.78,-24.93,4.33,1.3,124.15
0.39,52.49,46.48,2.78,-24.93,4.33,1.3,124.15
0.39,45.71,40.5,2.78,-24.93,4.33,1.3,124.15
0.39,47.71,40.5,2.78,-24.93,4.33,1.3,124.15
