update,episode,timestep,reward,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0,0,0,0.2157,60.0,45.91,0.1,-12.67,4.17,2.41,277.31
0,0,1,0.2859,60.0,40.78,0.1,-25.0,5.0,1.0,100.0
0,0,2,0.275,56.29,40.0,0.1,-25.0,4.37,1.0,100.0
0,0,3,0.3358,60.0,40.0,1.91,-25.0,4.6,3.69,100.0
0,0,4,0.2955,60.0,40.0,1.16,-25.0,5.0,5.77,100.0
0,0,5,0.2938,60.0,40.0,0.39,-25.0,5.0,1.0,100.0
0,0,6,0.2926,60.0,40.0,0.1,-25.0,5.0,1.0,100.0
0,0,7,0.2726,60.0,40.0,0.1,-25.0,3.06,1.0,146.88
0,0,8,0.271,60.0,40.0,0.1,-25.0,4.13,1.0,100.0
0,0,9,0.2801,60.0,40.0,0.1,-25.0,5.0,1.0,100.0
0,0,10,0.2904,60.0,40.0,0.1,-25.0,5.0,1.0,100.0
0,0,11,0.2857,60.0,40.0,0.1,-25.0,4.57,1.0,100.0
0,0,12,0.2979,59.76,40.0,0.1,-25.0,5.0,1.0,100.0
0,0,13,0.2975,60.0,40.0,0.1,-25.0,5.0,1.0,100.0
0,0,14,0.2867,60.0,40.0,0.1,-25.0,5.0,1.0,100.0
0,1,0,0.3042,46.72,45.41,3.0,-16.1,5.0,1.0,103.69
0,1,1,0.3241,40.0,40.0,3.0,-16.84,5.0,1.0,158.15
0,1,2,0.3444,40.0,45.14,3.0,-25.0,5.0,1.0,100.0
0,1,3,0.3442,40.0,46.32,3.0,-25.0,5.0,1.0,100.0
0,1,4,0.3134,40.0,55.76,3.0,-16.8,5.0,1.0,100.0
0,1,5,0.3059,40.0,50.78,3.0,-13.21,5.0,1.0,100.0
0,1,6,0.2997,40.0,51.57,3.0,-14.52,5.0,1.0,120.91
0,1,7,0.2725,40.0,60.0,2.13,-13.73,5.0,1.0,188.93
0,1,8,0.2624,40.0,60.0,0.6,-25.0,5.0,1.0,229.68
0,1,9,0.2708,40.0,60.0,1.05,-25.0,5.0,1.0,253.05
0,1,10,0.344,40.0,60.0,3.0,-25.0,5.0,1.0,100.0
0,1,11,0.3141,40.0,60.0,1.76,-25.0,5.0,1.0,148.87
0,1,12,0.3155,40.0,60.0,2.53,-25.0,5.0,1.0,273.5
0,1,13,0.2576,40.0,60.0,0.91,-25.0,5.0,1.0,300.0
0,1,14,0.238,40.0,60.0,0.28,-24.89,5.0,1.0,300.0
0,2,0,0.3,54.12,40.0,2.21,0.0,4.17,3.6,132.06
0,2,1,0.2421,55.27,41.03,0.91,0.0,2.36,1.93,300.0
0,2,2,0.2987,56.35,50.11,2.9,0.0,3.89,1.0,300.0
0,2,3,0.3028,49.98,47.59,3.0,0.0,2.13,1.0,300.0
0,2,4,0.2593,60.0,46.3,1.55,0.0,4.56,1.0,300.0
0,2,5,0.2123,60.0,60.0,0.91,0.0,5.0,1.0,300.0
0,2,6,0.1443,60.0,60.0,0.1,0.0,5.0,1.0,300.0
0,2,7,0.1359,60.0,60.0,0.1,0.0,5.0,1.11,300.0
0,2,8,0.1505,60.0,57.16,0.1,0.0,5.0,5.52,300.0
0,2,9,0.1635,60.0,60.0,0.1,-5.24,5.0,2.14,300.0
0,2,10,0.1997,60.0,60.0,0.1,-15.84,5.0,4.56,300.0
0,2,11,0.1553,60.0,60.0,0.1,-6.63,5.0,9.12,300.0
0,2,12,0.1717,60.0,60.0,0.1,-9.56,5.0,8.39,300.0
0,2,13,0.2102,60.0,60.0,0.1,-16.85,5.0,10.0,300.0
0,2,14,0.2209,60.0,60.0,0.1,-25.0,5.0,10.0,300.0
1,0,0,0.2948,42.82,54.31,3.0,-15.53,1.0,9.97,199.72
1,0,1,0.2585,40.0,48.24,1.72,-22.05,1.0,8.79,181.49
1,0,2,0.3025,40.0,44.81,3.0,-15.63,1.0,5.55,300.0
1,0,3,0.3063,40.0,40.0,3.0,-20.79,1.0,2.67,100.0
1,0,4,0.3009,40.0,43.49,3.0,-13.27,1.0,3.49,253.08
1,0,5,0.3128,40.0,40.0,3.0,-25.0,1.0,4.77,300.0
1,0,6,0.319,40.0,40.0,3.0,-25.0,2.52,2.78,287.1
1,0,7,0.329,40.0,40.0,3.0,-25.0,2.33,1.4,300.0
1,0,8,0.3278,40.0,40.0,3.0,-25.0,2.82,2.03,300.0
1,0,9,0.3277,40.0,40.0,3.0,-25.0,1.37,7.69,300.0
1,0,10,0.3137,42.79,40.0,3.0,-25.0,1.0,8.62,300.0
1,0,11,0.3086,49.06,40.0,3.0,-25.0,1.0,10.0,300.0
1,0,12,0.3295,40.37,40.0,3.0,-25.0,2.33,5.51,300.0
1,0,13,0.3383,40.0,40.0,3.0,-25.0,5.0,5.59,300.0
1,0,14,0.2578,40.0,40.0,0.26,-25.0,5.0,1.77,300.0
1,1,0,0.1957,48.84,45.65,0.1,-8.62,3.08,5.83,149.28
1,1,1,0.2151,51.14,41.33,0.1,-25.0,1.0,7.79,256.85
1,1,2,0.2005,60.0,41.63,0.1,-25.0,1.0,10.0,275.51
1,1,3,0.244,60.0,40.0,0.1,-25.0,2.67,8.4,137.94
1,1,4,0.2515,60.0,42.33,0.1,-25.0,5.0,10.0,110.23
1,1,5,0.2213,60.0,51.69,0.1,-25.0,4.06,10.0,100.0
1,1,6,0.2045,60.0,48.98,0.1,-25.0,2.52,10.0,240.78
