score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.37,50.78,48.86,2.8,-23.99,3.93,6.53,105.67
0.37,45.86,48.01,2.91,-23.21,4.13,5.28,125.97
0.36,55.05,49.91,2.55,-24.9,3.66,7.91,165.33
0.38,43.07,45.92,2.95,-23.82,4.35,2.47,203.82
0.37,42.44,54.99,2.86,-23.65,4.13,3.01,167.28
0.37,53.1,46.12,2.99,-22.28,3.26,2.65,159.09
0.36,45.63,49.77,2.54,-22.74,3.28,8.45,104.15
0.35,42.68,59.44,2.49,-19.79,3.58,1.95,119.03
0.36,58.09,58.77,2.86,-24.7,2.38,4.95,180.29
0.35,55.73,43.78,2.72,-21.92,2.29,3.87,299.53
