score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.37,57.34,46.94,2.48,-24.95,3.89,1.84,167.57
0.37,49.65,46.94,2.48,-24.95,3.89,1.82,203.55
0.38,49.65,46.94,2.48,-24.95,4.08,1.82,128.59
0.36,49.65,46.94,2.48,-24.95,4.08,9.58,167.57
0.36,49.65,46.94,2.48,-24.95,3.89,5.22,167.57
0.38,41.67,46.94,2.48,-24.95,4.08,1.82,167.57
0.34,57.34,46.94,0.75,-24.95,3.89,1.82,167.57
0.37,57.34,56.77,2.48,-24.95,3.89,1.82,167.57
0.37,44.33,46.94,2.48,-24.95,3.89,1.82,167.57
0.37,49.65,46.94,2.83,-24.95,4.08,1.82,167.57
0.36,57.34,46.94,2.48,-24.95,3.05,1.82,167.57
0.38,57.34,46.94,2.48,-24.95,4.08,1.66,167.57
0.37,57.34,46.94,2.48,-24.95,3.5,1.82,167.57
0.37,49.65,46.94,2.48,-24.95,3.89,5.08,167.57
0.37,49.65,51.99,2.48,-24.95,3.89,1.82,167.57
0.38,57.78,46.94,2.48,-24.95,4.08,1.82,167.57
0.37,49.65,46.94,2.48,-24.95,3.89,9.49,167.57
0.37,49.65,57.42,2.48,-24.95,4.08,1.82,167.57
0.34,49.65,46.94,2.48,-24.95,1.82,1.82,167.57
0.37,57.34,47.82,2.48,-24.95,3.89,1.82,167.57
0.37,44.0,46.94,2.48,-24.95,4.08,1.82,167.57
0.38,40.18,46.94,2.48,-24.95,3.89,1.82,167.57
0.37,57.34,46.94,2.48,-24.95,3.89,1.82,285.15
0.37,57.78,46.94,2.48,-24.95,4.92,1.82,167.57
0.33,40.18,46.94,2.48,-6.58,4.08,1.82,167.57
0.37,40.45,46.94,2.48,-24.95,4.08,1.82,167.57
0.37,56.51,46.94,2.48,-24.95,4.08,1.82,167.57
0.38,40.18,46.94,2.48,-24.95,4.64,1.82,167.57
0.38,59.82,46.94,2.48,-24.95,4.08,1.82,167.57
0.37,40.18,46.94,2.48,-24.95,4.08,2.66,167.57
0.38,45.69,46.94,2.48,-24.95,3.89,1.82,167.57
0.34,57.78,46.94,2.48,-24.95,1.36,1.82,167.57
0.38,57.78,42.17,2.48,-24.95,4.08,1.82,167.57
0.36,57.78,46.94,2.48,-24.95,3.89,1.82,194.87
0.38,57.78,46.94,2.8,-24.95,3.89,1.82,167.57
0.37,57.78,46.94,2.48,-24.95,4.08,4.9,167.57
0.37,40.18,46.94,2.48,-24.95,4.0,1.82,167.57
0.38,57.78,46.94,2.48,-24.95,4.08,1.82,167.32
0.37,57.78,44.7,2.48,-24.95,4.08,1.82,167.57
0.37,40.18,46.94,2.48,-23.03,3.89,1.82,167.57
0.37,57.78,49.02,2.48,-24.95,3.89,1.82,167.57
0.32,57.78,46.94,2.48,-12.45,4.08,1.82,167.57
0.38,40.18,46.94,2.48,-24.95,3.89,6.51,167.57
0.36,40.18,46.94,2.48,-24.95,3.89,7.85,167.57
0.36,57.78,46.94,2.48,-24.95,2.77,1.82,167.57
0.33,57.78,46.94,2.48,-9.57,4.08,1.82,167.57
0.38,40.18,46.94,2.85,-24.95,3.89,1.82,167.57
0.37,57.78,46.94,2.21,-24.95,4.08,1.82,167.57
0.37,40.18,46.94,2.48,-24.95,3.89,1.82,151.22
0.38,57.78,46.94,2.48,-24.95,3.89,1.82,102.18
0.38,40.18,46.94,2.48,-24.95,3.89,1.82,129.69
0.39,40.18,46.94,2.97,-24.95,3.89,1.82,167.57
0.38,40.18,46.94,2.48,-24.95,4.08,1.82,149.46
0.35,40.18,46.94,2.48,-24.95,4.08,1.82,250.76
0.38,57.78,40.55,2.48,-24.95,3.89,1.82,167.57
0.37,40.18,46.94,2.89,-24.95,4.08,1.82,167.57
0.38,55.21,46.94,2.48,-24.95,3.89,1.82,167.57
0.37,40.18,46.94,2.16,-24.95,4.08,1.82,167.57
0.33,57.78,46.94,2.48,-7.7,4.08,1.82,167.57
0.37,57.78,46.94,2.48,-24.95,4.08,1.82,201.65
0.36,40.18,46.94,2.48,-24.95,3.13,1.82,167.57
0.37,40.18,46.94,2.48,-24.95,4.08,7.19,167.57
0.36,40.18,46.94,2.48,-24.95,4.08,1.82,289.88
0.38,40.18,55.62,2.48,-24.95,4.08,1.82,167.57
0.32,57.78,46.94,2.48,-24.95,1.02,1.82,167.57
0.35,40.18,46.94,2.48,-24.95,1.94,1.82,167.57
0.36,40.18,46.94,2.48,-20.56,4.08,1.82,167.57
0.34,40.18,46.94,2.48,-24.95,1.53,1.82,167.57
0.38,40.18,46.94,2.48,-24.95,3.89,1.41,167.57
0.35,57.78,46.94,2.48,-22.13,3.89,1.82,167.57
0.33,40.18,46.94,2.48,-2.27,3.89,1.82,167.57
0.36,40.18,46.94,1.8,-24.95,4.08,1.82,167.57
0.37,59.32,46.94,2.48,-24.95,3.89,1.82,167.57
0.37,40.18,46.94,2.48,-24.95,3.89,5.38,167.57
0.37,40.57,46.94,2.48,-24.95,4.08,1.82,167.57
0.38,40.18,46.94,2.81,-24.95,3.89,1.82,167.57
0.38,40.18,46.94,2.48,-24.95,4.08,1.82,155.99
0.38,57.78,40.01,2.48,-24.95,3.89,1.82,167.57
0.37,40.18,49.93,2.48,-24.95,3.89,1.82,167.57
0.37,57.78,46.94,2.48,-24.95,3.89,1.82,116.21
0.37,40.18,49.94,2.48,-24.95,3.89,1.82,167.57
