score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.39,45.25,40.0,3.0,-25.0,2.71,1.0,100.0
0.36,58.16,40.0,3.0,0.0,5.0,10.0,300.0
0.38,40.0,60.0,3.0,-25.0,5.0,10.0,100.0
0.39,60.0,60.0,3.0,-25.0,5.0,1.0,100.0
0.4,60.0,60.0,3.0,-25.0,5.0,1.0,100.0
0.38,40.0,60.0,3.0,-25.0,5.0,5.7,100.0
0.38,40.0,40.0,3.0,-25.0,3.47,5.14,100.0
0.37,60.0,43.07,3.0,-25.0,2.53,10.0,300.0
0.34,51.34,54.23,3.0,-11.5,1.69,7.29,250.91
0.39,60.0,40.0,3.0,-25.0,5.0,10.0,100.0
