update,episode,timestep,reward,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0,0,0,0.166,60.0,51.18,0.59,-15.0,1.0,7.32,173.3
0,0,1,0.139,60.0,55.19,0.0,-14.67,1.0,3.28,50.0
0,0,2,0.14,53.56,55.73,0.0,-9.41,1.0,9.31,50.0
0,0,3,0.166,60.0,46.33,0.0,-13.0,7.36,10.0,50.0
0,0,4,0.167,60.0,60.0,0.0,-15.0,5.53,5.13,50.0
0,0,5,0.133,60.0,60.0,0.0,-3.0,4.24,2.53,50.0
0,0,6,0.133,60.0,60.0,0.0,-1.49,1.0,0.1,50.0
0,0,7,0.133,60.0,60.0,0.0,-5.21,1.0,0.1,50.0
0,0,8,0.133,60.0,60.0,0.0,-9.67,1.0,0.1,50.0
0,0,9,0.133,60.0,60.0,0.0,0.0,1.0,0.1,50.0
0,0,10,0.133,60.0,60.0,0.0,0.0,1.0,0.1,50.0
0,0,11,0.133,60.0,60.0,0.0,0.0,1.0,0.1,50.0
0,0,12,0.133,60.0,60.0,0.0,0.0,1.0,0.1,50.0
0,0,13,0.133,60.0,60.0,0.0,0.0,1.0,0.1,50.0
0,0,14,0.133,60.0,60.0,0.0,0.0,1.0,0.1,50.0
0,1,0,0.243,30.12,30.0,0.54,-9.0,10.0,5.59,138.97
0,1,1,0.269,15.0,35.53,0.0,-10.97,10.0,6.23,139.47
0,1,2,0.268,15.0,49.93,0.51,-8.54,10.0,3.88,50.0
0,1,3,0.361,15.0,46.17,0.75,-15.0,10.0,0.1,50.0
0,1,4,0.345,15.0,54.48,1.75,-15.0,10.0,0.1,189.1
0,1,5,0.306,15.0,47.16,1.43,-5.59,10.0,0.93,239.74
0,1,6,0.32,15.0,33.82,1.66,-0.35,10.0,0.1,236.39
0,1,7,0.295,15.0,60.0,2.0,0.0,9.69,0.1,259.32
0,1,8,0.313,15.0,60.0,2.0,-6.53,5.38,3.48,73.63
0,1,9,0.342,15.0,57.06,2.0,-6.89,6.66,0.1,50.0
0,1,10,0.385,15.0,60.0,2.0,-13.76,10.0,0.1,50.0
0,1,11,0.355,15.0,60.0,2.0,-15.0,8.96,0.1,152.47
0,1,12,0.37,15.0,60.0,2.0,-15.0,10.0,0.1,85.63
0,1,13,0.383,15.0,60.0,2.0,-15.0,6.89,0.1,50.0
0,1,14,0.337,15.0,60.0,2.0,-15.0,5.18,0.62,193.13
0,2,0,0.254,21.35,60.0,1.44,-9.64,10.0,9.96,146.05
0,2,1,0.267,15.0,60.0,0.86,-5.63,5.76,4.42,82.17
0,2,2,0.276,15.0,60.0,0.66,-5.7,10.0,0.1,169.62
0,2,3,0.268,15.0,60.0,0.27,-11.41,10.0,1.45,121.94
0,2,4,0.279,15.0,60.0,0.82,-11.17,10.0,6.28,230.72
0,2,5,0.222,15.0,60.0,0.0,-0.6,10.0,7.05,93.8
0,2,6,0.227,15.0,60.0,0.0,0.0,10.0,10.0,94.47
0,2,7,0.227,15.0,60.0,0.0,0.0,10.0,10.0,50.0
0,2,8,0.227,15.0,60.0,0.0,0.0,10.0,10.0,50.0
0,2,9,0.227,15.0,60.0,0.0,0.0,10.0,10.0,50.0
0,2,10,0.227,15.0,60.0,0.0,0.0,10.0,5.29,50.0
0,2,11,0.224,15.0,60.0,0.0,-3.81,10.0,10.0,50.0
0,2,12,0.227,15.0,60.0,0.0,0.0,10.0,3.56,50.0
0,2,13,0.227,15.0,60.0,0.0,0.0,8.1,0.1,50.0
0,2,14,0.227,15.0,60.0,0.0,0.0,1.0,4.28,50.0
0,3,0,0.184,34.74,38.18,0.56,-15.0,1.0,10.0,215.18
0,3,1,0.147,38.04,46.7,0.07,-15.0,1.0,10.0,55.48
0,3,2,0.15,53.73,44.88,0.09,-15.0,1.0,10.0,50.0
0,3,3,0.207,60.0,30.0,0.0,-15.0,1.0,10.0,50.0
