score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.32,50.78,48.86,2.8,-23.99,3.93,6.53,105.67
0.31,45.86,48.01,2.91,-23.21,4.13,5.28,125.97
0.31,55.05,49.91,2.55,-24.9,3.66,7.91,165.33
0.32,43.07,45.92,2.95,-23.82,4.35,2.47,203.82
0.32,51.44,41.55,2.93,-22.23,2.97,1.27,181.16
0.33,48.67,41.31,2.9,-21.17,4.51,5.73,163.23
0.32,44.61,41.63,2.86,-9.07,2.48,5.53,119.38
0.3,50.33,40.97,2.26,-16.07,4.33,4.71,236.34
0.31,41.24,40.14,2.41,-18.7,2.62,7.28,104.58
0.31,46.72,45.28,2.85,-24.97,1.8,9.85,158.55
