score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.35,58.9,46.48,2.57,-22.85,3.85,3.94,124.15
0.3,50.1,46.48,0.3,-24.93,3.85,1.3,221.53
0.34,51.4,51.89,2.57,-24.93,3.85,8.35,124.15
0.34,50.1,51.89,2.57,-22.85,3.85,3.94,256.0
0.32,51.4,59.97,2.57,-22.85,3.85,3.94,124.15
0.32,51.4,51.89,1.38,-22.85,3.85,1.3,221.53
0.31,50.1,51.89,2.57,-9.49,4.93,1.3,124.15
0.37,51.4,46.48,2.57,-22.85,3.85,1.3,123.03
0.36,51.4,47.0,2.57,-24.93,3.85,3.94,124.15
0.32,50.1,46.48,2.78,-22.85,1.62,3.94,124.15
0.35,50.1,50.42,2.57,-22.85,4.93,3.94,124.15
0.37,51.4,48.65,2.78,-24.93,3.85,3.94,124.15
0.3,51.4,51.89,1.12,-22.85,4.93,3.94,221.53
0.36,46.57,46.48,2.78,-24.93,3.85,1.3,221.53
0.31,50.1,51.89,2.57,-6.65,4.93,1.3,221.53
0.37,51.4,46.48,2.57,-24.93,4.93,3.18,124.15
0.33,51.4,46.48,2.57,-24.93,1.97,3.94,221.53
0.37,50.1,46.48,2.78,-24.87,4.93,1.3,221.53
0.34,51.4,51.89,1.68,-24.93,4.93,1.3,221.53
0.37,51.4,51.89,2.57,-24.93,3.88,1.3,124.15
0.32,51.4,46.48,1.78,-22.85,3.85,1.3,221.53
0.36,51.4,46.48,2.78,-22.85,3.93,3.94,124.15
0.36,51.4,46.48,2.78,-24.93,3.85,6.08,221.53
0.32,50.1,46.48,2.57,-2.65,4.93,3.94,124.15
0.36,50.1,46.86,2.57,-24.93,4.93,3.94,124.15
0.36,48.61,51.89,2.78,-22.85,4.93,1.3,221.53
0.37,51.4,58.56,2.78,-24.93,4.93,1.3,124.15
0.36,51.4,46.48,2.57,-24.87,2.84,1.3,124.15
0.35,51.4,46.48,2.78,-20.36,4.93,1.3,124.15
0.38,47.17,46.48,2.57,-24.87,4.93,1.3,124.15
0.36,51.4,51.89,2.57,-24.87,3.88,2.71,124.15
0.36,50.1,46.48,2.78,-24.93,4.93,8.06,221.53
0.35,59.89,51.89,2.78,-24.93,3.88,1.3,221.53
0.33,50.1,51.89,2.78,-24.93,1.84,1.3,124.15
0.37,45.66,51.89,2.78,-24.87,3.88,1.3,124.15
0.38,51.4,46.48,2.78,-24.93,4.93,1.3,169.88
0.36,50.1,51.89,2.57,-24.93,4.93,1.3,223.12
0.31,50.1,46.48,2.57,-10.04,4.93,1.3,124.15
0.37,50.1,51.89,2.78,-24.87,4.93,1.3,106.51
0.31,50.1,51.89,0.81,-24.87,3.88,1.3,221.53
0.38,50.1,46.48,2.78,-22.24,4.93,1.3,124.15
0.36,51.4,50.58,2.78,-24.87,3.88,1.3,124.15
0.36,50.1,46.48,2.57,-24.93,3.88,1.3,155.06
0.35,51.4,51.89,2.57,-24.93,3.04,1.3,221.53
0.35,50.1,46.48,2.78,-24.87,4.93,3.95,221.53
0.36,44.0,51.89,2.57,-24.87,4.93,1.3,124.15
0.35,51.4,46.48,2.57,-24.93,4.93,1.3,260.29
0.3,51.4,51.89,0.26,-24.93,4.93,1.3,221.53
0.3,50.1,51.89,2.57,-14.61,3.88,1.3,221.53
0.36,47.71,51.89,2.57,-24.87,4.93,1.3,221.53
0.36,59.86,46.48,2.57,-24.87,3.88,1.3,221.53
0.33,51.4,46.48,0.92,-24.93,4.93,1.3,221.53
0.36,50.1,46.48,2.78,-24.93,4.93,1.3,203.6
0.33,51.4,46.48,1.55,-24.87,3.88,1.3,221.53
0.34,50.1,59.58,2.78,-24.93,3.88,1.3,221.53
0.32,50.1,51.89,2.57,-0.04,3.88,1.3,221.53
0.37,44.11,46.48,2.78,-24.87,3.88,1.3,221.53
0.38,52.96,46.48,2.78,-24.93,3.88,1.3,124.15
0.36,51.4,51.89,2.57,-24.87,3.88,1.3,110.04
0.32,51.4,51.89,1.48,-24.93,4.93,1.3,221.53
0.37,50.1,47.64,2.78,-24.87,3.88,1.3,124.15
0.35,50.1,46.48,2.06,-24.87,4.93,1.3,221.53
0.36,51.4,51.89,2.78,-24.87,3.88,1.3,205.52
0.37,51.4,41.8,2.78,-24.87,4.93,1.3,221.53
0.36,50.1,46.48,2.78,-24.93,3.88,1.3,201.78
0.36,50.1,46.48,2.78,-24.93,4.93,8.6,124.15
0.35,51.4,46.48,1.68,-24.87,3.88,1.3,124.15
0.34,50.1,46.48,2.57,-24.93,3.88,9.28,124.15
0.36,50.1,46.48,2.57,-24.93,4.93,1.3,221.53
0.37,43.79,46.48,2.57,-24.93,4.93,1.3,124.15
0.35,50.1,46.48,1.64,-24.93,4.93,1.3,124.15
0.3,51.4,51.89,2.57,-4.65,4.93,1.3,221.53
0.34,50.1,51.89,2.78,-22.42,3.88,1.3,124.15
0.31,51.4,51.89,2.78,-24.93,1.06,1.3,221.53
0.36,50.1,51.89,2.57,-24.93,3.88,1.3,121.15
0.36,55.49,51.89,2.57,-24.93,4.93,1.3,221.53
0.36,50.1,46.48,2.57,-24.87,4.93,1.3,273.95
0.36,51.4,49.93,2.57,-24.87,3.88,1.3,124.15
0.32,50.1,51.89,2.78,-24.93,1.42,1.3,124.15
0.35,50.1,51.89,2.57,-24.87,3.08,1.3,221.53
0.31,51.4,51.89,2.78,-5.23,4.93,1.3,221.53
0.36,51.4,51.89,2.78,-24.93,4.93,7.92,221.53
0.31,50.1,46.48,2.57,-3.67,4.93,1.3,221.53
0.37,46.6,46.48,2.78,-24.93,4.93,1.3,124.15
0.35,50.1,46.48,2.78,-24.93,4.93,6.82,124.15
0.34,52.96,46.48,2.78,-22.24,3.88,7.8,124.15
0.39,50.1,46.48,2.96,-24.93,4.93,1.3,124.15
0.35,50.1,46.48,2.78,-22.24,3.88,3.57,124.15
0.36,52.96,46.48,2.78,-22.24,4.93,1.3,131.72
0.31,50.1,46.48,2.78,-7.3,4.93,1.3,124.15
0.36,57.77,46.48,2.78,-22.24,4.93,1.3,124.15
0.35,50.1,51.84,2.78,-22.24,4.93,1.3,124.15
0.37,54.81,46.48,2.78,-22.24,4.93,1.3,124.15
0.35,50.1,46.48,2.48,-22.24,4.93,1.3,124.15
0.35,52.96,46.48,2.78,-22.24,4.93,1.3,259.82
0.36,40.24,46.48,2.78,-22.24,4.93,1.3,124.15
0.34,52.96,46.48,2.78,-21.21,3.88,1.3,124.15
0.35,52.96,46.48,2.78,-24.93,3.88,1.3,289.95
0.38,52.96,46.48,2.78,-24.93,4.18,1.3,124.15
0.36,45.63,46.48,2.78,-22.24,4.93,1.3,124.15
0.32,50.1,46.48,2.78,-13.14,4.93,1.3,124.15
0.36,52.96,46.03,2.78,-24.93,3.88,1.3,124.15
0.37,50.1,45.99,2.78,-24.93,3.88,1.3,124.15
0.37,52.96,46.48,2.78,-24.93,4.93,1.3,168.96
0.36,52.96,46.48,2.78,-24.93,4.93,4.38,124.15
0.37,50.1,40.9,2.78,-22.24,3.88,1.3,124.15
0.32,52.96,46.48,2.78,-22.24,1.01,1.3,124.15
0.34,52.96,46.48,2.18,-22.24,3.88,1.3,124.15
0.37,50.1,46.48,2.78,-22.24,4.93,2.58,124.15
0.35,52.96,46.48,2.36,-22.24,3.88,1.3,124.15
0.34,50.1,46.48,2.78,-24.93,1.54,1.3,124.15
0.36,52.96,59.17,2.78,-22.24,4.93,1.3,124.15
0.38,54.16,46.48,2.78,-24.93,3.88,1.3,124.15
0.32,52.96,46.48,2.78,-12.19,4.93,1.3,124.15
0.38,48.42,46.48,2.78,-24.93,4.93,1.3,124.15
0.37,50.1,54.14,2.78,-24.93,4.93,1.3,124.15
0.35,52.96,46.48,1.25,-24.93,3.88,1.3,124.15
0.36,50.1,46.48,2.78,-22.24,3.88,1.3,250.4
0.37,50.1,46.48,2.82,-22.24,4.93,1.3,124.15
0.39,40.57,46.48,2.78,-24.93,4.93,1.3,124.15
0.35,52.96,46.48,1.38,-22.24,4.93,1.3,124.15
0.37,41.84,46.48,2.78,-24.93,3.88,1.3,124.15
0.39,44.94,46.48,2.78,-24.93,3.88,1.3,124.15
0.34,50.1,46.48,2.78,-22.24,4.93,8.28,124.15
0.33,50.1,46.48,1.24,-22.24,3.88,1.3,124.15
0.33,52.96,46.48,2.78,-9.43,4.93,1.3,124.15
0.38,50.1,46.48,2.78,-24.93,4.58,1.3,124.15
0.33,50.1,46.48,2.16,-22.24,3.88,1.3,124.15
0.36,50.1,46.48,2.78,-24.93,4.93,5.67,124.15
0.37,42.7,46.48,2.78,-24.93,3.88,1.3,124.15
0.36,52.96,46.48,2.78,-22.24,3.88,1.3,109.97
0.37,55.93,46.48,2.78,-24.93,3.88,1.3,124.15
0.32,50.1,46.48,2.78,-6.35,4.93,1.3,124.15
0.37,52.96,46.48,2.78,-24.93,3.88,1.3,103.59
0.36,52.96,46.48,2.78,-22.24,4.19,1.3,124.15
0.34,50.1,59.5,2.78,-22.24,3.88,1.3,124.15
0.34,52.96,46.48,2.78,-22.24,3.88,2.57,124.15
0.33,52.96,46.48,2.78,-14.98,3.88,1.3,124.15
0.38,50.1,46.48,2.78,-24.93,4.61,1.3,124.15
0.35,52.96,46.48,0.86,-24.93,3.88,1.3,124.15
0.39,57.58,46.48,2.78,-24.93,3.88,1.3,124.15
0.35,50.1,46.48,2.78,-24.93,3.88,7.18,124.15
0.36,52.96,46.48,2.78,-22.24,3.46,1.3,124.15
0.35,50.1,46.48,2.78,-22.24,3.14,1.3,124.15
0.36,57.58,46.48,2.78,-24.93,3.88,2.53,124.15
0.35,57.58,46.48,2.78,-24.93,3.88,3.54,124.15
0.35,57.58,46.48,1.27,-24.93,3.88,1.3,124.15
0.32,57.58,46.48,2.78,-5.44,3.88,1.3,124.15
0.33,44.94,46.48,2.78,-16.44,3.88,1.3,124.15
0.34,44.94,46.48,0.68,-24.93,3.88,1.3,124.15
0.37,43.46,46.48,2.78,-24.93,3.88,1.3,124.15
0.37,57.58,40.88,2.78,-24.93,3.88,1.3,124.15
0.31,44.94,46.48,2.78,-10.58,3.88,1.3,124.15
0.38,44.94,47.62,2.78,-24.93,3.88,1.3,124.15
0.35,57.58,46.48,2.42,-24.93,3.88,1.3,124.15
0.37,44.94,46.48,2.78,-24.93,3.88,1.3,200.46
0.35,57.58,46.48,2.78,-24.93,2.74,1.3,124.15
0.37,43.76,46.48,2.78,-24.93,3.88,1.3,124.15
0.38,44.94,47.6,2.78,-24.93,3.88,1.3,124.15
0.37,54.9,46.48,2.78,-24.93,3.88,1.3,124.15
0.38,46.72,46.48,2.78,-24.93,3.88,1.3,124.15
0.38,57.58,46.48,2.78,-24.93,4.23,1.3,124.15
0.38,44.42,46.48,2.78,-24.93,3.88,1.3,124.15
0.35,57.58,46.48,2.78,-24.93,3.88,6.91,124.15
0.34,57.58,46.48,2.78,-24.93,3.88,5.96,124.15
0.36,44.94,46.48,2.78,-24.93,3.88,1.3,201.89
0.35,57.58,46.48,2.78,-24.93,3.88,6.46,124.15
0.34,44.94,46.48,1.29,-24.93,3.88,1.3,124.15
0.35,57.58,46.48,2.78,-24.93,1.89,1.3,124.15
0.38,56.3,46.48,2.78,-24.93,3.88,1.3,124.15
0.32,57.58,46.48,2.78,-1.15,3.88,1.3,124.15
0.37,57.58,46.48,2.78,-24.93,3.88,3.77,124.15
0.35,44.94,46.48,1.68,-24.93,3.88,1.3,124.15
0.36,45.95,46.48,2.78,-24.93,3.88,1.3,124.15
0.34,57.58,46.48,2.78,-24.93,3.88,8.91,124.15
0.33,57.58,46.48,0.56,-24.93,3.88,1.3,124.15
0.39,44.94,46.48,2.78,-24.93,4.33,1.3,124.15
0.36,44.94,46.48,2.78,-24.93,3.13,1.3,124.15
0.36,57.58,46.48,2.78,-24.93,3.09,1.3,124.15
0.32,44.94,46.48,2.78,-10.61,3.88,1.3,124.15
0.33,57.58,46.48,0.59,-24.93,3.88,1.3,124.15
0.36,57.58,46.48,1.6,-24.93,3.88,1.3,124.15
0.35,44.94,46.48,2.78,-24.93,3.88,7.03,124.15
0.37,57.58,46.48,2.78,-24.93,3.88,1.3,239.03
0.37,56.36,46.48,2.78,-24.93,3.88,1.3,124.15
0.32,44.94,46.48,0.2,-24.93,3.88,1.3,124.15
0.33,57.58,46.48,2.78,-6.94,3.88,1.3,124.15
0.36,44.94,46.48,2.78,-24.93,3.88,1.3,270.47
0.32,44.94,46.48,2.78,-8.03,3.88,1.3,124.15
0.36,44.94,46.48,2.22,-24.93,3.88,1.3,124.15
0.37,58.06,46.48,2.78,-24.93,3.88,1.3,124.15
0.37,44.94,59.36,2.78,-24.93,3.88,1.3,124.15
0.36,44.94,52.86,2.78,-24.93,3.88,1.3,124.15
0.37,44.94,49.32,2.78,-24.93,3.88,1.3,124.15
0.37,44.94,46.48,2.78,-24.93,4.18,1.3,124.15
0.37,56.15,46.48,2.78,-24.93,3.88,1.3,124.15
0.38,58.95,46.48,2.78,-24.93,3.88,1.3,124.15
0.37,57.58,46.48,2.81,-24.93,3.88,1.3,124.15
0.37,41.94,46.48,2.78,-24.93,3.88,1.3,124.15
0.35,57.58,46.48,2.78,-24.93,3.88,7.27,124.15
0.37,46.17,46.48,2.78,-24.93,3.88,1.3,124.15
0.33,57.58,46.48,2.78,-8.39,3.88,1.3,124.15
0.35,57.58,46.48,2.78,-24.93,3.88,4.69,124.15
0.37,55.21,46.48,2.78,-24.93,4.33,1.3,124.15
0.35,57.58,46.48,2.78,-19.62,4.33,1.3,124.15
0.36,44.94,54.43,2.78,-24.93,4.33,1.3,124.15
0.35,44.94,46.48,2.78,-24.93,4.33,5.13,124.15
0.36,57.58,53.37,2.78,-24.93,3.88,1.3,124.15
0.37,44.94,46.48,2.78,-24.93,4.31,1.3,124.15
0.35,44.94,46.48,2.78,-24.93,2.34,1.3,124.15
0.36,44.94,46.48,2.78,-24.93,4.33,6.53,124.15
0.34,44.94,46.48,2.78,-18.73,4.33,1.3,124.15
0.3,44.94,46.48,0.28,-24.93,3.88,1.3,124.15
0.36,44.94,46.48,2.78,-24.93,4.33,1.3,168.11
0.37,57.58,46.48,1.99,-24.93,3.88,1.3,124.15
0.37,57.58,46.48,2.78,-24.93,4.33,1.3,230.55
0.38,45.6,46.48,2.78,-24.93,3.88,1.3,124.15
0.38,44.94,45.5,2.78,-24.93,4.33,1.3,124.15
0.38,42.95,46.48,2.78,-24.93,4.33,1.3,124.15
0.36,57.58,46.48,2.78,-24.93,3.88,1.3,242.79
0.35,44.94,46.48,2.78,-24.93,3.05,1.3,124.15
0.36,44.94,46.48,2.78,-24.93,4.33,5.87,124.15
0.37,44.94,55.14,2.78,-24.93,3.88,1.3,124.15
0.38,44.94,46.48,2.78,-24.93,4.15,1.3,124.15
0.37,57.58,46.48,2.42,-24.93,4.33,1.3,124.15
0.38,43.03,46.48,2.78,-24.93,4.33,1.3,124.15
0.36,44.94,46.48,2.78,-24.93,4.33,6.2,124.15
0.34,44.94,46.48,1.13,-24.93,3.88,1.3,124.15
0.37,44.94,46.48,2.78,-24.93,3.88,1.3,230.4
0.36,44.94,46.48,2.78,-24.93,2.49,1.3,124.15
0.39,42.36,46.48,2.78,-24.93,4.33,1.3,124.15
0.34,44.94,46.48,2.78,-16.69,4.33,1.3,124.15
0.38,51.17,46.48,2.78,-24.93,4.33,1.3,124.15
0.34,44.94,46.48,1.1,-24.93,4.33,1.3,124.15
0.36,40.54,46.48,2.78,-24.93,3.88,1.3,124.15
0.31,44.94,46.48,2.78,-0.49,4.33,1.3,124.15
0.33,57.58,46.48,2.78,-15.13,3.88,1.3,124.15
0.36,42.01,46.48,2.78,-24.93,4.33,1.3,124.15
0.33,57.58,46.48,2.78,-8.01,4.33,1.3,124.15
0.31,57.58,46.48,0.18,-24.93,4.33,1.3,124.15
0.35,57.58,46.48,2.78,-24.93,3.88,8.34,124.15
0.37,46.31,46.48,2.78,-24.93,3.88,1.3,124.15
0.35,57.58,46.48,1.2,-24.93,3.88,1.3,124.15
0.36,57.58,46.48,2.78,-24.93,3.88,5.14,124.15
0.32,57.58,46.48,2.78,-13.19,4.33,1.3,124.15
0.38,44.94,46.48,2.78,-24.93,4.33,1.3,142.29
0.35,57.58,46.48,2.78,-24.93,3.88,6.7,124.15
0.38,44.94,46.48,2.78,-24.93,4.62,1.3,124.15
0.37,48.09,46.48,2.78,-24.93,3.88,1.3,124.15
0.37,42.73,46.48,2.78,-24.93,3.88,1.3,124.15
0.38,57.58,50.14,2.78,-24.93,4.33,1.3,124.15
0.36,57.58,46.48,2.78,-24.93,2.88,1.3,124.15
0.38,50.88,46.48,2.78,-24.93,3.88,1.3,124.15
0.32,57.58,46.48,2.78,-13.52,3.88,1.3,124.15
0.38,45.27,46.48,2.78,-24.93,4.33,1.3,124.15
0.36,57.58,54.67,2.78,-24.93,3.88,1.3,124.15
0.37,44.12,46.48,2.78,-24.93,3.88,1.3,124.15
0.36,44.94,50.39,2.78,-24.93,4.33,1.3,124.15
0.35,44.94,46.48,2.78,-24.93,3.88,9.07,124.15
0.37,57.58,46.48,2.78,-24.93,4.33,1.3,172.47
0.34,44.94,46.48,2.78,-17.87,3.88,1.3,124.15
0.36,57.58,46.48,2.78,-24.93,4.33,9.72,124.15
0.38,44.94,46.48,2.78,-24.93,4.33,1.3,109.68
0.37,42.36,46.48,2.78,-24.93,2.97,1.3,124.15
0.37,44.94,46.48,2.36,-24.93,4.33,1.3,124.15
0.34,44.94,46.48,2.78,-24.93,2.09,1.3,124.15
0.38,42.36,46.48,2.78,-24.93,3.76,1.3,124.15
0.38,54.84,46.48,2.78,-24.93,4.33,1.3,124.15
0.32,44.94,46.48,0.53,-24.93,4.33,1.3,124.15
0.36,44.94,46.48,2.78,-24.93,2.85,1.3,124.15
0.37,42.36,46.48,2.21,-24.93,4.33,1.3,124.15
0.38,50.77,46.48,2.78,-24.93,4.33,1.3,124.15
0.38,42.36,47.9,2.78,-24.93,4.33,1.3,124.15
0.36,44.94,46.48,2.78,-24.93,4.33,1.3,232.6
0.38,42.36,44.23,2.78,-24.93,4.33,1.3,124.15
0.36,44.94,46.48,2.78,-24.93,3.1,1.3,124.15
0.33,44.94,46.48,0.84,-24.93,4.33,1.3,124.15
0.36,42.36,46.48,2.78,-24.93,4.33,4.42,124.15
0.38,49.64,46.48,2.78,-24.93,4.33,1.3,124.15
0.34,44.94,46.48,2.78,-24.93,4.33,9.59,124.15
0.34,44.94,46.48,0.8,-24.93,4.33,1.3,124.15
0.32,44.94,46.48,2.78,-24.93,1.42,1.3,124.15
0.39,50.5,46.48,2.78,-24.93,4.33,1.3,124.15
0.35,42.36,46.48,2.78,-24.93,4.33,7.08,124.15
0.37,55.92,46.48,2.78,-24.93,4.33,1.3,124.15
0.36,42.36,46.48,1.98,-24.93,4.33,1.3,124.15
0.35,44.94,46.48,1.62,-24.93,4.33,1.3,124.15
0.33,42.36,46.48,2.78,-2.71,4.33,1.3,124.15
0.38,42.36,49.76,2.78,-24.93,4.33,1.3,124.15
0.37,42.36,46.48,2.78,-24.93,2.76,1.3,124.15
0.39,53.2,46.48,2.78,-24.93,4.33,1.3,124.15
0.35,42.36,46.48,2.78,-24.93,4.33,1.3,191.29
0.38,54.58,46.48,2.78,-24.93,4.33,1.3,124.15
0.38,44.94,46.48,2.9,-24.93,4.33,1.3,124.15
0.32,44.94,46.48,0.53,-24.93,4.33,1.3,124.15
0.35,44.94,46.48,2.78,-24.93,2.0,1.3,124.15
0.37,47.98,46.48,2.78,-24.93,4.33,1.3,124.15
0.36,42.36,46.48,2.78,-24.93,4.33,8.05,124.15
0.38,42.36,46.48,2.78,-24.93,4.33,1.3,139.36
0.32,44.94,46.48,2.78,-10.51,4.33,1.3,124.15
0.38,44.94,46.48,2.78,-24.93,4.12,1.3,124.15
0.38,44.94,40.04,2.78,-24.93,4.33,1.3,124.15
0.32,44.94,46.48,2.78,-13.68,4.33,1.3,124.15
0.35,42.36,46.48,2.78,-24.93,4.33,7.41,124.15
0.39,44.94,41.04,2.78,-24.93,4.33,1.3,124.15
0.35,42.36,46.48,1.16,-24.93,4.33,1.3,124.15
0.35,42.36,46.48,1.34,-24.93,4.33,1.3,124.15
0.36,42.36,46.48,2.78,-24.93,4.33,8.27,124.15
0.35,44.94,46.48,1.72,-24.93,4.33,1.3,124.15
0.37,44.94,46.48,1.41,-24.93,4.33,1.3,124.15
0.32,42.36,46.48,2.78,-24.93,1.26,1.3,124.15
0.37,42.36,46.48,2.96,-24.93,4.33,1.3,124.15
0.32,44.94,46.48,0.17,-24.93,4.33,1.3,124.15
0.36,42.36,46.48,1.65,-24.93,4.33,1.3,124.15
0.38,55.98,46.48,2.78,-24.93,4.33,1.3,124.15
0.36,42.36,46.48,1.8,-24.93,4.33,1.3,124.15
0.37,42.36,46.48,2.78,-24.93,4.2,1.3,124.15
0.37,44.94,46.48,2.78,-24.93,4.33,2.52,124.15
0.37,44.94,46.48,2.78,-24.93,2.89,1.3,124.15
0.38,42.36,46.48,2.78,-24.93,4.26,1.3,124.15
0.34,44.94,41.04,2.78,-14.27,4.33,1.3,124.15
0.37,49.97,41.04,2.78,-24.93,4.33,1.3,124.15
0.38,44.94,41.05,2.78,-24.93,4.33,1.3,124.15
0.39,57.79,46.48,2.78,-24.93,4.33,1.3,124.15
0.34,44.94,46.48,0.76,-24.93,4.33,1.3,124.15
0.36,42.36,41.04,2.78,-24.93,4.33,1.3,285.45
0.37,44.94,46.48,2.78,-24.93,4.54,1.3,124.15
0.36,42.36,46.48,2.12,-24.93,4.33,1.3,124.15
0.37,48.48,46.48,2.78,-24.93,4.33,1.3,124.15
