score,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.494,15.0,60.0,2.0,-14.72,8.92,0.1,50.0
0.403,60.0,30.0,2.0,-15.0,5.51,0.82,246.81
0.503,15.0,60.0,2.0,-15.0,10.0,0.1,50.0
0.512,15.0,30.0,2.0,-10.41,10.0,0.21,50.0
0.398,60.0,60.0,2.0,-15.0,7.76,0.1,83.89
0.406,15.0,30.36,2.0,-6.23,10.0,10.0,50.0
0.541,15.0,30.0,1.2,-15.0,8.98,0.1,50.0
0.393,15.0,30.0,2.0,0.0,10.0,3.33,183.49
0.333,15.0,30.0,0.0,-2.01,1.0,10.0,131.68
0.422,60.0,60.0,2.0,-15.0,7.09,0.1,50.0
