score,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.3426,51.68,51.58,1.34,-11.77,7.01,0.29,285.25,55.09,33.85,1.82,-11.96,5.65,1.45,228.25,49.7,51.03,0.31,-9.1,7.88,3.79,79.02,39.29,48.56,1.84,-12.5,9.83,0.81,191.22
0.3908,42.34,40.6,1.44,-11.22,9.76,1.02,138.67,20.61,43.22,1.89,-0.62,3.2,1.43,131.92,25.13,30.17,0.44,-10.51,9.55,5.3,242.81,20.18,51.13,0.05,-8.41,4.77,9.35,267.83
0.3091,36.23,46.85,0.29,-0.25,3.43,4.65,220.05,24.02,35.4,0.71,-6.8,8.63,7.05,151.66,27.02,47.81,0.04,-8.29,6.35,2.54,54.16,28.49,30.7,1.46,-1.93,6.33,1.42,220.01
0.3158,30.89,48.41,1.02,-10.74,4.97,4.53,205.82,36.9,50.6,1.69,-3.17,1.65,8.27,119.64,26.26,59.19,1.76,-5.01,9.92,7.59,297.22,15.85,41.92,0.58,-2.13,9.61,3.42,218.69
0.2955,52.14,39.37,0.52,-1.89,7.05,0.64,61.88,22.31,55.11,0.68,-6.79,7.59,4.72,250.55,45.19,42.79,0.46,-10.28,4.17,4.81,112.41,19.59,53.26,0.46,-2.24,3.32,4.23,125.88
0.2687,46.18,53.68,0.34,-6.35,7.24,2.26,194.33,46.2,59.37,1.83,-4.92,6.9,1.24,113.61,58.87,50.72,1.88,-5.74,9.32,2.11,296.55,52.64,49.25,0.93,-3.75,3.91,0.71,197.13
0.3249,48.28,44.24,1.99,-9.05,7.88,0.15,221.7,33.57,45.66,1.33,-6.24,2.97,3.19,272.47,26.85,59.85,1.87,-10.32,4.27,7.98,71.99,40.84,36.81,0.91,-7.03,7.67,7.87,269.42
0.3401,26.05,46.06,1.5,-11.81,9.23,3.03,78.13,50.94,37.57,0.5,-2.1,8.07,0.9,100.85,32.95,42.73,1.67,-1.89,9.98,1.83,60.04,39.71,35.35,1.02,-10.06,8.03,0.8,146.01
0.3256,41.99,50.65,0.81,-1.15,8.72,9.67,100.09,16.62,44.7,0.68,-4.42,4.02,1.63,236.6,41.98,46.2,1.19,-13.01,9.83,5.38,213.2,26.2,44.63,1.44,-3.33,5.05,5.45,229.02
0.3423,31.05,47.34,1.99,-8.64,4.12,9.04,120.04,44.19,44.75,1.18,-10.19,6.83,7.82,69.32,58.47,40.92,0.69,-11.13,9.67,0.7,60.72,38.47,33.99,1.87,-0.15,7.29,1.2,120.87
0.314,35.62,59.8,0.02,-14.77,9.98,3.45,163.24,53.22,33.7,1.73,-4.44,8.99,8.26,81.81,27.92,51.5,1.28,-6.27,1.73,6.56,153.24,22.98,55.32,0.32,-0.51,8.23,6.93,261.5
0.3205,34.45,50.58,1.5,-8.28,6.95,6.32,171.14,17.69,51.64,0.32,-7.72,5.44,2.83,70.28,57.9,50.21,1.53,-10.88,2.6,6.38,214.62,47.17,51.25,0.56,-0.79,5.4,7.13,224.89
0.2901,55.56,48.73,1.37,-12.24,4.9,7.21,119.78,25.38,50.67,0.12,-2.83,1.63,0.32,194.35,50.04,33.18,0.25,-1.94,3.33,9.89,170.93,34.94,43.19,0.51,-12.05,9.35,4.25,189.2
0.3401,23.7,54.61,1.19,-12.87,6.93,8.3,244.7,20.5,54.97,0.95,-5.05,1.67,5.42,110.48,32.58,41.06,0.19,-12.08,6.37,6.0,189.27,18.86,57.27,1.52,-4.22,2.66,4.54,258.53
0.3432,32.82,39.44,0.72,-14.39,3.32,7.31,62.82,44.27,32.89,0.88,-11.6,2.27,3.31,83.21,32.55,44.17,1.29,-1.7,1.66,3.98,249.59,50.43,43.82,1.44,-6.53,9.9,5.99,260.04
0.3529,22.31,49.31,1.05,-3.59,3.23,3.4,162.31,35.81,38.88,1.15,-10.49,5.56,0.82,117.39,55.26,36.4,0.27,-9.46,2.38,6.63,87.47,35.01,44.51,0.43,-4.8,9.51,1.2,219.42
0.4234,36.83,57.43,1.11,-7.96,8.74,3.94,113.08,29.62,32.47,1.6,-13.76,5.84,2.77,131.11,31.55,35.94,0.85,-10.74,9.97,5.5,200.37,15.6,36.49,0.39,-3.57,9.33,2.5,247.77
0.3521,18.2,43.55,1.25,-2.96,7.99,0.49,268.49,39.98,51.76,1.64,-5.36,9.79,9.71,52.49,26.37,32.77,0.89,-2.28,9.61,1.26,98.32,27.53,35.1,1.39,-9.32,7.67,4.96,274.75
0.3973,27.25,54.79,1.98,-14.57,9.35,0.49,75.39,30.15,37.6,1.47,-12.59,4.42,1.39,189.58,48.98,46.9,0.72,-4.19,4.78,3.85,184.27,52.03,53.4,1.57,-2.63,9.15,6.95,188.62
0.3247,19.3,48.6,1.61,-7.82,5.75,4.12,64.76,42.25,47.16,1.22,-5.38,7.28,9.91,64.03,52.66,52.42,0.31,-14.4,1.47,4.1,151.62,15.66,52.96,1.32,-9.42,9.6,5.05,90.28
0.2986,44.31,43.11,0.88,-7.69,7.3,2.65,131.77,40.84,49.18,0.46,-9.6,7.51,5.26,234.21,23.6,41.6,1.12,-7.88,5.79,8.91,298.09,37.72,42.48,0.84,-4.44,7.44,9.72,285.48
0.3825,15.93,53.72,1.82,-14.0,9.78,2.49,130.86,16.66,57.74,0.08,-10.05,7.39,9.75,271.89,55.49,35.58,1.21,-13.01,3.86,2.24,262.8,35.13,52.0,1.05,-11.06,6.51,1.01,269.41
0.3275,20.41,58.9,0.9,-0.53,3.68,1.73,93.45,45.15,41.26,1.01,-8.98,7.57,2.6,230.44,37.09,52.73,1.53,-11.75,6.2,0.56,292.93,41.11,38.97,1.76,-5.11,1.48,9.17,95.61
0.2635,41.99,43.49,0.35,-12.51,1.59,2.02,263.4,43.97,53.87,1.47,-0.35,6.78,8.97,148.91,57.82,54.07,0.96,-6.38,4.39,9.06,72.01,27.5,58.9,1.91,-5.94,7.81,2.56,181.68
0.3015,33.49,53.25,0.46,-6.5,6.26,6.34,296.06,52.23,57.02,0.56,-12.49,7.15,8.74,63.25,52.23,41.62,0.06,-13.09,5.25,4.51,151.02,22.09,32.9,1.2,-7.62,1.39,7.5,107.02
0.2972,24.49,50.01,0.38,-4.23,7.82,3.39,125.07,26.3,53.88,0.35,-1.91,4.3,0.77,295.44,35.18,34.04,1.77,-3.3,5.79,7.2,84.28,40.72,32.67,0.65,-9.59,5.42,3.28,158.04
0.283,30.92,30.86,1.75,-9.04,1.41,9.98,80.29,49.0,56.44,0.72,-2.73,9.52,1.65,232.1,39.81,49.94,1.01,-11.73,1.17,7.48,254.92,51.93,57.06,1.86,-9.71,8.45,9.39,87.16
0.3747,36.27,43.64,1.74,-9.64,2.59,1.64,283.77,41.14,30.39,1.06,-3.24,7.05,4.69,206.52,41.23,32.99,1.88,-13.05,3.55,1.45,179.81,47.05,36.99,0.18,-4.99,3.66,2.08,115.07
0.294,38.45,49.57,0.47,-6.81,4.68,0.12,266.82,36.89,48.58,1.02,-3.88,7.37,0.32,245.19,21.51,45.34,1.55,-4.22,2.36,3.15,168.21,47.82,33.78,0.82,-8.09,2.43,6.57,126.8
0.3652,55.16,54.62,0.65,-14.37,1.92,8.63,217.72,47.11,34.24,1.93,-9.87,6.02,7.08,216.72,19.86,42.31,1.12,-13.87,6.41,2.53,164.49,42.02,54.93,0.52,-14.97,7.54,3.13,187.23
0.3213,39.29,48.49,1.06,-0.08,8.94,9.58,95.52,31.21,56.17,1.64,-14.44,6.24,9.74,191.58,23.45,52.48,0.62,-6.21,7.08,7.16,75.64,32.55,35.71,0.24,-9.5,8.41,1.25,170.17
0.3469,22.88,38.96,0.72,-9.26,3.67,1.16,156.15,44.99,58.67,0.89,-13.55,7.65,3.82,92.21,36.92,46.68,1.6,-7.39,9.19,3.93,108.67,55.65,53.65,0.67,-4.71,5.26,8.24,199.88
0.2362,29.06,41.69,0.48,-2.01,6.43,0.56,112.36,46.54,51.5,0.13,-6.73,2.8,1.0,235.7,54.1,53.41,0.9,-0.87,3.67,1.34,194.75,49.97,36.46,1.24,-8.74,2.04,3.28,262.48
0.3452,22.75,51.42,0.44,-5.69,6.7,2.31,57.99,51.79,55.38,1.8,-9.33,8.35,1.61,61.34,57.82,50.18,1.46,-8.95,5.82,2.35,279.47,54.56,42.2,1.91,-1.96,1.23,7.71,153.58
0.3365,42.07,54.12,1.25,-14.54,5.4,0.76,258.18,24.72,48.4,1.91,-4.99,8.17,9.24,263.84,46.44,36.17,1.9,-11.27,8.69,9.43,177.24,46.54,42.43,0.1,-0.51,3.8,1.01,244.23
0.2721,53.92,39.26,1.2,-9.55,8.48,2.0,132.11,55.32,54.26,0.18,-6.39,6.74,0.41,299.81,42.54,52.56,0.29,-11.82,9.14,2.93,73.67,52.8,37.44,0.12,-9.67,4.21,6.11,236.12
0.2843,55.27,57.7,0.31,-12.06,9.94,9.63,100.71,55.12,52.95,0.61,-5.65,5.8,2.25,131.7,35.33,42.94,1.24,-8.81,8.76,1.56,125.32,34.82,37.31,0.72,-14.76,9.51,2.88,187.75
0.3122,49.82,57.26,1.42,-2.54,5.24,4.34,186.11,34.85,42.21,1.63,-4.46,8.76,6.7,167.88,29.13,53.61,0.23,-10.62,6.88,3.43,93.16,16.58,59.88,1.36,-14.53,1.23,0.56,255.59
0.3015,38.66,59.82,0.04,-1.32,8.16,4.2,186.55,40.6,32.86,1.2,-5.5,2.67,0.87,57.56,59.01,46.39,0.96,-12.35,7.0,2.34,168.79,50.51,49.65,0.78,-14.7,3.81,0.69,242.15
0.3105,49.18,43.29,0.06,-13.6,2.26,2.88,61.48,25.92,37.87,0.8,-6.03,6.87,5.75,161.59,58.39,43.11,1.36,-0.28,5.89,0.16,125.25,20.57,38.06,0.91,-2.71,3.11,3.67,55.95
0.3138,37.35,45.31,0.1,-3.75,6.59,4.75,235.38,21.93,39.92,0.32,-3.36,1.59,0.46,280.16,18.74,50.27,1.15,-14.36,7.8,8.71,90.96,34.45,58.3,0.72,-8.17,9.22,5.98,91.57
0.2179,41.85,58.37,0.25,-14.39,4.31,6.59,152.94,51.56,46.61,1.04,-2.98,6.07,5.96,127.76,55.95,48.5,0.02,-3.08,1.46,5.02,285.67,47.33,49.23,1.48,-5.01,6.98,7.36,285.12
0.2749,53.74,56.61,0.14,-4.66,9.65,7.82,184.85,58.99,43.15,1.51,-6.03,4.34,9.5,169.58,26.12,36.87,1.14,-8.56,3.75,3.4,247.98,42.46,50.23,0.6,-1.03,8.56,1.44,90.76
0.3031,32.86,30.16,1.17,-0.67,1.34,7.84,278.8,49.44,52.4,1.52,-1.21,9.94,5.55,237.17,27.03,49.5,1.96,-10.41,1.52,8.2,229.27,34.01,49.76,0.5,-10.36,6.78,2.76,77.66
0.3086,27.82,36.69,0.52,-13.67,4.41,7.14,160.96,46.75,37.68,1.7,-3.43,8.37,8.84,83.85,49.27,55.76,0.87,-7.98,8.24,0.29,150.51,50.48,42.56,0.27,-8.38,4.66,8.66,118.65
0.3634,25.24,40.65,1.64,-5.87,6.24,7.0,69.58,39.8,35.6,0.93,-13.77,6.38,9.44,119.76,21.82,59.14,1.36,-1.49,4.33,7.77,186.61,45.94,31.89,0.55,-7.2,7.11,1.39,69.84
0.3429,26.94,52.56,1.75,-14.0,8.05,4.92,299.19,34.93,44.02,0.49,-10.5,9.74,0.89,293.15,46.5,42.33,1.49,-7.27,2.21,2.82,214.98,42.78,37.39,1.89,-1.61,5.57,9.66,62.04
0.2509,19.85,37.59,0.03,-0.41,7.8,6.56,203.69,28.12,47.59,0.54,-1.82,1.78,4.92,199.05,57.79,50.47,0.01,-3.82,5.97,5.58,120.23,27.98,49.14,1.54,-8.56,5.31,6.63,142.35
0.2306,37.51,38.77,0.17,-13.15,9.32,7.92,243.84,57.09,51.05,0.12,-1.04,8.82,9.12,269.5,58.48,46.68,0.44,-1.67,3.93,7.88,95.72,51.16,43.49,1.35,-0.12,4.56,5.92,286.89
0.276,38.0,50.37,1.14,-9.85,7.29,8.0,272.08,53.54,45.35,0.73,-6.75,3.83,5.1,222.95,49.55,51.94,1.88,-11.09,7.93,8.64,98.22,24.07,45.33,0.32,-1.39,8.98,5.14,94.94
0.3311,24.14,49.39,1.93,-14.53,6.48,9.17,250.73,36.45,53.65,0.7,-4.75,3.39,9.18,238.42,44.25,46.27,1.21,-3.26,9.28,8.45,269.83,25.86,55.11,1.95,-12.13,8.83,5.93,160.92
0.3512,45.33,59.3,0.63,-8.53,3.09,5.09,146.08,20.85,49.12,1.71,-5.71,2.96,0.52,73.24,54.73,35.72,0.82,-2.04,3.81,8.38,148.64,28.4,37.19,1.67,-14.73,6.86,9.56,62.11
0.2956,55.17,46.32,0.46,-12.83,5.38,7.36,148.53,27.19,56.02,0.94,-6.45,3.61,9.64,215.78,37.98,39.92,1.35,-1.74,9.86,7.6,223.68,45.44,31.72,1.94,-3.19,3.43,2.97,190.73
0.4026,22.25,54.52,0.75,-14.34,4.96,0.35,77.57,19.77,56.58,1.5,-12.08,7.36,9.63,169.99,46.91,51.94,1.4,-14.21,9.67,3.9,166.3,15.35,37.97,1.7,-1.95,5.18,9.07,184.08
0.2984,57.93,37.42,0.6,-11.1,3.0,7.21,187.81,40.86,38.26,1.67,-4.96,3.47,2.06,55.11,33.55,54.76,0.16,-10.49,8.99,8.99,128.94,50.93,52.53,1.96,-8.46,4.48,1.87,255.09
0.3245,27.88,54.03,0.95,-5.96,9.38,5.52,210.05,40.68,45.36,1.11,-7.67,5.28,7.16,73.48,18.32,47.63,1.32,-6.66,5.82,4.59,129.54,53.23,59.4,1.9,-8.56,2.26,3.86,148.33
0.3593,59.38,35.22,1.3,-2.46,3.11,8.08,271.14,45.54,35.12,1.19,-7.95,2.86,5.88,108.28,15.17,50.72,0.1,-10.26,7.16,3.39,134.7,55.2,34.83,1.57,-13.25,3.49,3.01,91.85
0.3236,59.33,44.44,1.11,-12.42,4.34,3.36,65.38,49.01,42.0,0.88,-0.4,2.36,8.37,119.97,25.02,32.98,1.69,-14.31,1.19,8.09,281.37,36.39,40.64,1.4,-12.52,1.42,7.72,284.07
0.3544,44.47,57.08,1.9,-10.18,6.27,4.34,232.21,17.21,55.02,1.49,-5.05,8.28,6.4,267.0,17.14,45.04,0.22,-5.71,8.92,1.11,51.68,33.07,32.59,1.29,-8.08,5.11,6.96,141.31
0.2523,53.21,46.63,0.59,-11.13,1.37,1.12,53.6,52.48,59.6,0.53,-7.99,1.31,8.3,264.49,17.71,55.47,0.51,-1.35,7.51,8.5,296.75,39.4,48.68,0.25,-12.71,6.45,9.56,220.98
0.3067,26.04,37.98,0.52,-12.48,5.2,0.87,63.64,38.37,48.84,0.12,-12.55,6.82,9.92,153.9,31.39,55.27,0.66,-2.51,3.5,6.26,171.81,52.87,52.76,1.13,-7.72,1.62,4.64,79.25
0.3967,19.89,37.61,1.23,-14.92,7.13,5.32,209.93,28.25,41.82,1.14,-4.12,6.22,5.12,106.23,45.27,31.36,1.08,-7.07,5.61,9.78,255.19,22.35,35.06,1.79,-0.12,2.73,9.81,285.46
0.3485,43.68,52.27,0.06,-12.58,5.63,0.63,123.71,15.45,55.8,1.08,-4.89,6.24,5.63,95.13,15.01,44.79,0.73,-7.16,9.12,8.49,151.96,53.2,47.43,0.88,-12.73,5.41,0.14,168.27
0.3882,50.68,40.25,1.93,-14.71,9.24,3.41,279.8,39.06,54.65,1.76,-11.99,2.31,7.32,150.71,15.94,35.2,1.09,-10.27,7.1,0.76,97.77,35.72,45.8,1.7,-8.39,2.14,0.88,109.63
0.3917,44.6,34.99,1.89,-11.42,8.86,9.17,146.29,59.23,51.6,1.65,-14.73,6.73,0.79,164.11,47.2,30.31,0.99,-7.02,1.06,1.32,279.23,51.92,43.84,1.62,-8.99,1.13,1.02,101.36
0.2711,28.7,42.83,0.39,-6.77,6.59,4.92,237.79,49.28,46.43,1.24,-6.58,8.43,5.36,258.35,45.2,35.24,0.38,-9.3,1.93,3.93,127.12,49.74,46.9,0.73,-14.24,1.45,4.01,92.64
0.2925,58.2,50.22,1.13,-0.58,3.13,4.41,189.58,29.37,38.24,0.67,-7.45,5.33,4.72,84.37,45.8,49.8,1.49,-6.23,9.51,8.53,130.0,32.18,41.64,0.5,-5.17,6.93,5.09,278.53
0.2775,26.89,39.57,0.17,-4.22,1.46,2.2,125.41,32.75,50.74,1.57,-5.81,2.69,8.56,181.47,50.16,43.03,0.53,-4.77,3.67,5.39,239.72,40.31,34.86,0.71,-11.05,9.2,9.67,144.94
0.2886,52.68,59.89,0.4,-13.79,6.47,8.19,174.42,55.0,37.9,1.21,-4.37,4.37,8.23,202.0,43.18,37.98,1.3,-11.98,3.83,8.89,106.99,57.73,53.96,0.83,-11.65,1.71,7.42,283.36
0.3231,41.04,37.8,0.53,-5.81,4.37,8.64,226.72,28.43,31.79,0.74,-4.72,8.27,5.98,243.68,53.15,35.28,1.14,-0.93,6.99,5.18,132.0,25.65,51.07,0.91,-2.11,3.44,1.27,256.19
0.3535,16.05,52.35,1.35,-8.91,8.3,7.17,95.07,23.48,52.21,1.49,-6.59,6.84,3.05,119.58,52.52,43.49,0.8,-7.68,9.39,5.4,258.67,18.35,39.14,0.14,-6.03,4.68,3.14,164.56
0.2919,23.78,56.46,1.23,-4.31,8.1,7.78,188.31,54.19,57.42,0.9,-4.86,2.3,2.22,82.89,37.08,43.96,1.17,-9.54,4.65,3.65,107.38,27.94,30.46,0.42,-6.13,7.09,0.18,280.09
0.3604,22.56,49.84,0.58,-2.43,3.64,0.88,181.37,28.86,31.89,1.59,-3.69,4.22,1.92,159.22,49.63,33.21,0.71,-2.68,7.12,0.93,269.56,51.08,32.93,0.57,-8.9,8.33,5.46,156.9
0.3019,39.34,38.79,0.07,-12.63,9.26,5.79,162.42,40.43,46.1,1.37,-5.47,3.18,0.42,125.4,35.19,57.42,0.72,-12.93,9.35,1.48,286.88,28.2,42.26,0.05,-14.88,3.51,2.21,227.33
0.2821,45.58,52.49,1.05,-3.87,9.79,1.6,229.08,33.79,34.87,1.55,-0.5,2.7,9.03,251.86,56.91,45.86,1.4,-2.11,6.72,6.0,83.58,40.07,54.73,0.14,-14.79,7.59,2.9,290.07
0.3515,36.03,46.16,1.12,-5.09,5.29,5.84,196.91,39.67,38.16,1.61,-14.76,7.23,1.45,253.75,55.71,40.38,1.31,-3.59,1.95,7.33,155.0,30.12,51.44,0.35,-12.59,2.24,6.66,165.38
0.4021,56.67,32.28,0.88,-13.01,8.44,3.38,93.1,41.33,30.75,1.81,-3.5,5.7,3.79,98.93,58.19,48.06,1.91,-14.65,5.23,1.55,162.73,25.14,43.8,1.88,-10.33,3.84,3.25,167.47
0.2632,50.1,46.66,0.75,-9.08,1.09,3.92,231.57,39.17,44.42,0.59,-2.33,9.73,5.25,223.39,56.15,30.6,0.24,-4.11,3.66,3.21,214.16,52.42,37.23,1.32,-2.87,5.51,5.77,193.56
0.3198,32.76,48.9,0.35,-2.94,6.93,0.42,192.14,48.7,40.23,1.29,-8.44,2.55,5.63,70.3,49.41,35.65,1.22,-9.66,6.25,3.59,112.89,17.6,37.9,0.3,-7.7,1.12,4.8,224.39
0.2832,57.63,31.8,0.21,-6.94,1.75,4.75,294.74,36.29,43.16,0.52,-0.06,2.04,7.69,294.57,26.65,51.41,1.35,-13.98,2.04,0.37,111.17,45.35,58.39,0.06,-8.77,8.05,3.84,184.74
0.3705,25.32,55.19,0.37,-7.82,2.81,6.26,262.78,26.4,37.02,1.64,-9.1,9.55,1.23,177.76,56.07,54.5,1.91,-0.05,8.75,6.77,117.71,21.23,51.9,1.78,-14.09,9.31,8.95,270.47
0.268,41.21,42.47,0.55,-4.16,9.6,6.11,77.2,32.9,36.76,0.51,-2.38,2.15,1.62,155.4,43.15,39.41,1.12,-14.05,1.71,4.85,299.97,56.9,39.58,0.63,-5.18,8.79,8.09,65.3
0.3166,22.3,50.64,1.03,-7.77,3.7,5.45,163.1,56.88,57.38,1.47,-14.87,4.98,10.0,180.88,49.77,37.95,1.28,-11.14,2.5,4.15,245.03,50.34,54.07,1.09,-6.86,8.07,4.41,165.03
0.3396,48.05,35.57,1.87,-14.67,6.11,9.63,241.55,52.49,47.08,1.22,-5.56,3.39,6.28,293.52,50.92,41.17,1.46,-10.81,9.89,2.34,267.13,54.8,35.6,1.25,-11.7,8.92,4.12,59.83
0.3755,36.15,38.35,1.72,-3.6,4.98,8.86,239.05,19.89,56.3,1.93,-13.7,6.81,7.49,210.18,45.98,31.74,1.79,-7.73,3.62,1.59,165.84,32.66,52.79,0.77,-7.92,6.13,3.47,129.92
0.331,29.51,50.7,0.91,-6.41,9.84,2.4,66.91,25.55,51.06,1.51,-12.16,4.45,4.33,153.31,46.82,59.16,0.43,-7.86,5.36,1.87,179.08,25.09,47.38,0.62,-10.28,5.33,9.44,270.83
0.2721,45.17,59.74,0.69,-14.42,4.21,4.57,171.58,52.38,39.39,1.04,-2.14,2.64,9.1,84.26,46.15,58.52,1.21,-4.73,7.91,2.49,74.87,34.65,47.4,0.54,-14.34,8.54,7.54,286.56
0.3959,21.92,31.0,1.48,-2.0,3.0,3.84,261.87,15.52,38.01,0.26,-0.78,1.4,5.37,225.48,36.38,37.88,0.66,-11.65,8.69,0.13,81.46,54.0,59.43,0.89,-3.4,8.97,8.23,155.13
0.3338,54.58,43.76,1.39,-0.22,4.14,3.84,234.3,49.04,32.57,0.43,-8.91,4.72,1.37,87.19,28.13,52.89,1.0,-11.4,2.78,0.74,163.94,59.38,38.19,1.26,-8.05,5.94,2.32,243.17
0.3717,48.42,52.85,1.15,-13.71,8.38,0.24,110.46,33.38,39.19,1.0,-9.45,3.99,2.71,68.0,34.54,30.94,0.17,-12.31,3.88,9.77,248.81,15.94,52.01,0.34,-12.57,7.92,2.08,156.71
0.3303,40.98,52.17,1.43,-9.3,5.63,3.1,218.59,33.98,54.01,2.0,-9.47,4.6,8.1,126.35,29.17,46.19,0.74,-13.33,3.65,9.98,160.59,53.18,33.84,0.88,-13.31,7.53,3.36,275.03
0.3322,31.01,59.89,1.02,-0.35,4.83,3.17,247.32,31.72,40.05,1.77,-5.57,5.19,7.63,125.95,22.64,55.19,0.49,-12.05,3.98,1.38,268.59,35.93,34.62,0.98,-8.77,5.1,0.12,131.05
0.3072,52.72,46.62,1.52,-7.47,2.55,1.05,106.79,48.57,43.81,0.51,-11.87,8.66,6.86,51.22,58.66,53.32,1.62,-13.6,6.86,3.82,157.71,33.54,42.7,0.1,-13.33,8.76,0.58,220.97
0.2853,56.18,48.03,0.71,-12.96,8.36,4.31,182.69,37.86,56.46,1.45,-6.02,9.66,7.81,132.55,34.37,46.23,1.49,-7.61,8.18,1.99,251.66,49.86,41.48,0.27,-4.35,7.88,2.43,216.51
0.3302,41.51,49.78,1.22,-10.48,8.25,5.37,190.97,58.43,39.42,0.39,-11.65,4.92,1.11,141.84,31.27,33.97,0.72,-8.25,1.77,6.94,240.15,37.86,52.76,0.82,-10.42,2.89,3.02,118.46
0.354,55.32,48.93,1.79,-14.23,8.28,0.46,118.17,35.78,56.74,0.2,-4.71,6.01,4.35,108.95,30.26,41.74,1.93,-14.23,9.56,2.69,59.01,39.75,51.66,1.33,-1.05,6.38,7.61,233.68
0.3411,52.27,46.65,0.01,-4.11,4.28,6.12,283.68,21.49,58.7,1.74,-14.42,3.55,6.93,128.1,39.25,42.66,1.87,-7.39,9.15,7.2,219.71,39.44,58.52,1.51,-14.64,8.65,1.03,206.88
0.3105,36.9,41.95,0.36,-2.43,6.39,6.95,173.17,20.61,38.64,1.48,-2.76,8.18,3.14,294.04,49.0,52.05,1.68,-5.97,5.77,9.78,71.36,21.31,58.99,0.9,-8.88,8.79,8.5,207.78
0.2585,30.29,56.1,0.21,-5.2,7.84,5.51,194.75,58.94,47.86,0.89,-2.3,2.76,1.86,253.44,50.96,34.62,0.75,-7.37,6.15,0.97,98.15,44.53,33.62,0.6,-11.95,1.38,5.05,243.4
0.3353,38.22,32.24,1.81,-2.1,2.28,2.32,163.59,40.18,35.86,0.13,-2.45,7.48,8.52,120.52,15.28,44.82,0.85,-8.31,8.16,7.09,220.81,34.22,42.8,0.7,-3.17,5.68,9.33,114.92
0.2675,29.59,53.26,0.04,-9.72,9.92,4.03,62.09,35.15,36.49,0.42,-3.57,3.18,1.89,162.07,54.12,56.59,1.63,-12.43,7.47,4.85,262.72,58.48,52.16,0.47,-14.39,6.06,4.71,291.01
0.3145,45.87,38.09,0.12,-14.48,9.9,6.06,95.61,37.91,34.81,1.38,-12.51,6.15,6.23,287.22,34.75,58.19,0.0,-2.16,7.34,3.53,244.23,59.2,43.79,0.56,-3.77,1.32,8.38,222.09
0.2943,50.7,43.31,0.7,-9.65,7.88,9.62,186.79,23.03,48.52,0.27,-6.0,1.6,5.86,257.05,35.23,48.03,1.01,-6.69,8.26,4.07,115.52,25.87,49.0,1.65,-6.88,7.01,2.74,222.15
0.3068,22.95,33.78,0.01,-14.47,5.08,7.24,144.45,35.9,47.93,0.04,-11.67,1.12,7.6,54.92,52.9,49.46,1.32,-2.89,5.75,9.97,267.06,24.95,30.19,1.08,-0.78,8.99,3.28,90.63
0.3059,23.84,43.12,1.76,-7.93,9.36,5.23,59.19,41.66,56.24,1.63,-1.68,9.01,4.4,68.49,25.48,58.71,0.68,-3.73,9.34,1.69,71.85,38.02,50.89,0.16,-6.36,8.58,5.6,167.96
0.397,22.43,32.79,1.5,-10.29,6.89,3.41,171.2,22.22,36.49,0.33,-8.65,4.38,0.77,225.98,17.39,41.16,0.44,-2.82,1.58,3.79,175.84,39.53,38.83,0.28,-3.83,5.01,7.78,130.22
0.2789,36.8,35.58,1.09,-8.06,3.86,7.4,261.63,44.76,41.82,1.1,-0.94,3.77,4.16,214.26,41.06,59.0,0.41,-13.05,2.94,6.09,66.62,43.61,42.01,0.96,-6.21,8.7,3.19,216.39
0.2828,49.81,30.52,0.74,-1.37,2.33,4.5,151.65,31.8,41.86,0.91,-3.84,4.89,9.27,244.91,52.0,37.22,0.99,-9.5,2.12,6.54,255.97,42.47,59.24,0.42,-5.68,6.9,9.23,98.84
0.2783,46.51,53.44,1.99,-14.65,3.42,9.25,173.17,42.45,56.57,0.24,-0.28,5.47,4.09,237.8,39.6,43.37,0.07,-7.75,7.14,4.52,86.88,37.79,33.48,1.72,-13.59,2.74,0.86,237.37
0.307,52.26,39.97,1.44,-0.27,9.35,9.66,106.64,40.18,48.44,0.5,-13.79,4.94,9.11,66.83,38.87,52.55,1.49,-1.58,3.3,3.72,104.3,56.34,46.1,1.36,-9.64,9.68,0.74,62.08
0.3083,38.77,51.92,0.61,-8.72,8.85,4.37,142.07,49.13,56.09,0.69,-2.74,5.58,6.98,277.83,33.71,31.87,1.61,-13.89,5.16,8.97,102.62,31.51,49.14,1.26,-0.27,4.98,1.69,212.32
0.2056,30.8,54.55,0.22,-0.16,3.31,0.71,258.7,48.7,35.91,0.02,-0.01,3.4,9.69,174.52,52.12,56.46,0.29,-5.62,5.51,1.71,261.11,45.15,44.21,0.68,-0.86,6.49,2.71,131.91
0.378,39.06,34.77,0.96,-13.92,1.43,2.41,144.8,18.71,33.69,0.19,-5.63,7.75,9.6,119.12,59.64,34.56,1.35,-11.76,7.63,4.35,141.67,57.14,39.29,1.64,-0.06,1.18,9.39,79.13
0.294,51.47,34.09,0.91,-5.21,9.31,4.98,130.08,46.08,45.84,0.89,-1.69,4.4,0.77,279.86,37.37,32.81,0.12,-7.83,2.18,2.75,218.93,28.86,47.68,1.39,-9.27,4.6,0.65,125.85
