score,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.483,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,41.5,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.5,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,140.58
0.484,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,47.27,32.3,1.14,-11.57,4.37,3.17,206.55
0.484,57.33,32.26,1.9,-13.18,1.47,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.489,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-1.94,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.494,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,0.73,-11.57,4.37,3.17,206.55
0.501,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.03,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.501,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,188.13,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.476,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,42.82,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.494,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,26.84,32.3,1.14,-11.57,4.37,3.17,206.55
0.5,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,258.72,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.501,58.96,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.493,57.33,32.26,1.9,-7.83,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.475,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,49.52,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.505,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.5,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.7,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.497,57.33,33.34,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.497,57.33,32.26,1.9,-13.18,5.85,3.49,226.79,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.501,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.06,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.439,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-0.32,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.502,57.33,32.26,1.9,-13.18,5.85,3.69,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.508,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.503,38.87,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.494,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,0.44,206.55
0.485,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,3.34,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.501,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.79,-11.57,4.37,3.17,206.55
0.502,55.63,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.484,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,3.54,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.498,57.33,32.26,1.9,-13.18,5.85,8.11,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.473,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,48.78,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.477,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,194.43,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.499,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,5.14,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.484,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,59.83,32.3,1.14,-11.57,4.37,3.17,206.55
0.502,57.33,32.26,1.9,-14.28,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.496,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,2.29,3.17,206.55
0.472,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,53.09,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.495,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,3.56,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.504,57.33,32.26,1.9,-13.18,8.78,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.496,57.33,32.26,1.02,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.501,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,4.01,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.489,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-2.41,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.503,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,8.81,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.502,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,8.19,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.5,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,6.66,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.498,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.6,32.3,1.14,-11.57,4.37,3.17,206.55
0.498,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,5.5,3.17,206.55
0.473,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,50.18,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.497,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-8.53,4.37,3.17,206.55
0.496,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,2.21,3.17,206.55
0.489,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,0.3,-11.57,4.37,3.17,206.55
0.496,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,42.08,1.14,-11.57,4.37,3.17,206.55
0.473,57.33,32.26,1.9,-13.18,5.85,5.13,66.65,37.78,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.509,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,6.33,3.17,206.55
0.488,57.33,32.26,1.9,-2.82,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.498,57.33,32.26,1.9,-13.18,5.85,5.99,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.506,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,6.7,206.55
0.513,21.64,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.511,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,1.36,206.55
0.5,57.33,32.26,1.9,-13.18,8.87,3.49,140.58,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.479,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,246.11,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.497,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,1.47,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.513,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,2.92,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.5,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,34.77,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.51,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,30.73,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.498,57.33,32.26,1.9,-13.18,8.87,3.49,143.19,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.509,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,6.01,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.473,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-7.66,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.505,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,40.97,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.509,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.65,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.5,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-3.16,4.37,3.17,206.55
0.513,59.88,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.504,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.98,-11.57,4.37,3.17,206.55
0.499,57.33,32.26,1.9,-12.0,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.49,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,49.52,32.3,1.14,-11.57,4.37,3.17,206.55
0.51,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,8.87,3.17,206.55
0.503,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-5.4,4.37,3.17,206.55
0.502,57.33,33.34,1.9,-13.18,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.5,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,0.15,-11.57,4.37,3.17,206.55
0.504,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-12.56,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.503,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.38,4.37,3.17,206.55
0.489,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,45.87,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.492,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,105.64,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.499,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,4.59,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.502,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-4.79,4.37,3.17,206.55
0.495,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,58.45,1.14,-11.57,4.37,3.17,206.55
0.497,57.33,32.26,0.94,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.509,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,155.79,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.508,25.58,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.504,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-12.66,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.472,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,2.23,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.491,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,55.63,32.3,1.14,-11.57,4.37,3.17,206.55
0.485,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,43.68,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.514,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,9.01,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.498,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,0.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.486,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,165.7,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.505,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.07,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.498,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.87,3.17,206.55
0.5,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.82,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.499,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,2.29,3.17,206.55
0.506,57.33,32.26,1.9,-12.39,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.493,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,53.04,1.14,-11.57,4.37,3.17,206.55
0.508,21.14,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.478,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,19.88,58.29,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.488,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,19.88,39.34,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.48,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,7.29,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.505,57.33,32.26,1.9,-13.18,5.85,3.49,100.17,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.506,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,9.12,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,199.02
0.494,57.33,32.26,1.9,-13.18,5.85,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,2.7,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.51,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,5.5,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.492,59.88,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,9.01,0.35,54.14,40.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.458,59.88,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-2.82,9.01,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.509,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,6.22,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,66.13,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.508,59.88,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,7.6,0.35,54.14,15.81,32.9,1.15,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.509,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,9.01,0.35,54.14,15.81,32.9,0.66,-11.97,9.18,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
0.51,57.33,32.26,1.9,-13.18,8.87,3.49,66.65,17.36,32.43,1.79,-13.77,9.01,0.35,54.14,15.81,32.9,1.15,-11.97,4.71,3.32,276.51,17.82,32.3,1.14,-11.57,4.37,3.17,206.55
