update,episode,timestep,reward,Hum_0,Hiss_1,CL_2,Thre_3,Ratio_4,Attk_5,Release_6,Hum_7,Hiss_8,CL_9,Thre_10,Ratio_11,Attk_12,Release_13,Hum_14,Hiss_15,CL_16,Thre_17,Ratio_18,Attk_19,Release_20,Hum_21,Hiss_22,CL_23,Thre_24,Ratio_25,Attk_26,Release_27
2,1,7,0.2959,15.0,30.0,0.82,0.0,10.0,0.1,300.0,60.0,60.0,1.66,-9.08,1.0,0.1,300.0,30.64,60.0,0.0,0.0,1.0,0.1,50.0,60.0,45.68,2.0,0.0,10.0,10.0,300.0
2,1,8,0.3103,15.0,30.0,1.03,0.0,10.0,0.1,300.0,60.0,60.0,2.0,-13.06,1.0,0.1,300.0,35.69,53.72,0.0,0.0,2.33,0.1,50.0,60.0,44.7,2.0,-0.01,10.0,10.0,300.0
2,1,9,0.2961,15.0,39.43,0.89,0.0,10.0,0.1,221.9,60.0,60.0,2.0,-15.0,1.0,1.01,295.24,60.0,59.03,0.0,0.0,4.41,0.1,50.0,60.0,32.93,2.0,-4.66,10.0,10.0,300.0
2,1,10,0.2691,15.0,60.0,0.77,0.0,10.0,0.1,192.79,60.0,60.0,0.81,-15.0,1.0,5.04,192.5,46.18,60.0,0.0,0.0,10.0,0.1,50.0,60.0,36.47,2.0,-15.0,10.0,10.0,300.0
2,1,11,0.3097,15.0,51.29,0.34,0.0,10.0,0.1,161.96,60.0,60.0,1.66,-15.0,1.0,1.39,280.17,15.0,60.0,0.0,0.0,10.0,0.1,50.0,60.0,40.33,2.0,-15.0,10.0,10.0,300.0
2,1,12,0.2905,15.0,57.4,0.0,0.0,10.0,0.1,184.11,60.0,60.0,0.72,-15.0,1.0,0.68,300.0,15.0,60.0,0.0,0.0,10.0,0.1,56.42,60.0,34.61,2.0,-15.0,10.0,10.0,300.0
2,1,13,0.3008,15.0,60.0,0.18,0.0,10.0,0.1,98.14,60.0,60.0,1.08,-15.0,1.0,0.1,300.0,15.0,60.0,0.0,0.0,10.0,0.1,50.0,60.0,33.32,2.0,-15.0,10.0,10.0,300.0
2,1,14,0.3169,15.0,60.0,1.71,0.0,10.0,0.1,133.36,60.0,60.0,1.49,-15.0,1.0,0.71,300.0,15.0,60.0,0.0,0.0,10.0,0.1,257.83,60.0,36.81,2.0,-11.71,10.0,10.0,300.0
3,0,0,0.3577,52.16,60.0,0.41,-9.7,1.06,3.06,139.24,15.0,40.65,2.0,-8.22,2.73,7.44,244.08,39.45,37.75,1.12,0.0,6.05,10.0,135.43,37.67,60.0,2.0,-9.53,5.45,0.26,50.0
3,0,1,0.3655,60.0,60.0,0.95,-13.01,1.0,0.1,247.94,15.0,58.79,2.0,-2.21,3.59,10.0,133.23,35.49,38.94,1.85,-10.05,5.18,0.1,72.92,54.55,60.0,2.0,-6.05,5.94,2.9,50.0
