update,episode,timestep,reward,Hum_0,Hiss_1,CL_2,Thre_3,Ratio_4,Attk_5,Release_6,Hum_7,Hiss_8,CL_9,Thre_10,Ratio_11,Attk_12,Release_13,Hum_14,Hiss_15,CL_16,Thre_17,Ratio_18,Attk_19,Release_20,Hum_21,Hiss_22,CL_23,Thre_24,Ratio_25,Attk_26,Release_27
0,1,7,0.3551,15.0,40.19,0.0,0.0,8.55,7.07,300.0,15.0,46.22,0.0,-15.0,6.75,8.61,300.0,29.63,60.0,2.0,-15.0,1.0,0.1,130.06,22.61,30.0,0.0,-13.27,1.0,9.91,50.0
0,1,8,0.364,15.0,53.77,0.17,0.0,10.0,6.0,300.0,15.0,50.32,0.0,-15.0,10.0,10.0,235.15,19.83,60.0,2.0,-15.0,1.0,0.1,50.0,15.0,44.24,0.0,-2.66,1.0,8.35,172.61
0,1,9,0.3767,15.0,60.0,0.73,0.0,9.28,5.1,300.0,15.0,60.0,0.0,-13.01,8.47,9.0,50.0,18.24,60.0,1.29,-15.0,1.0,0.1,50.0,15.0,30.0,0.0,0.0,1.0,8.06,217.47
0,1,10,0.4004,19.26,60.0,0.88,-5.2,10.0,4.84,300.0,15.0,60.0,0.0,-13.45,10.0,3.93,50.0,15.0,39.83,2.0,-15.0,1.0,0.1,50.0,15.0,30.0,0.0,0.0,1.0,10.0,56.53
0,1,11,0.4286,29.3,46.71,1.54,-4.95,10.0,0.1,300.0,15.0,60.0,0.0,-14.21,10.0,0.73,50.0,15.0,36.01,2.0,-15.0,1.0,0.1,50.0,15.0,31.93,0.0,-1.12,1.0,10.0,50.0
0,1,12,0.4018,39.74,37.59,2.0,-4.95,10.0,0.1,300.0,15.0,60.0,0.0,-15.0,10.0,1.68,50.0,15.0,42.12,2.0,-15.0,1.0,0.1,50.0,25.57,38.2,0.0,-7.5,1.0,10.0,50.0
0,1,13,0.3348,51.27,47.11,2.0,0.0,10.0,1.07,300.0,15.0,60.0,0.0,-4.74,10.0,0.1,50.0,15.0,50.83,2.0,-15.0,1.23,0.1,50.0,60.0,30.0,0.0,-15.0,1.0,10.0,50.62
0,1,14,0.412,60.0,32.37,2.0,0.0,10.0,10.0,300.0,15.0,60.0,0.0,-15.0,10.0,0.1,50.0,20.01,60.0,1.9,-15.0,1.0,0.1,50.0,60.0,30.0,0.0,-15.0,1.0,10.0,50.0
1,0,0,0.3089,15.0,46.65,1.9,-6.82,1.0,3.27,183.84,30.66,57.33,0.0,-8.34,9.25,2.26,241.5,30.61,45.48,1.65,-14.05,5.61,4.24,51.77,54.05,41.72,0.98,-11.47,9.95,0.1,300.0
1,0,1,0.2951,15.0,60.0,2.0,-2.16,3.71,2.48,300.0,57.19,60.0,0.0,0.0,9.9,5.36,242.03,50.75,56.23,0.96,-10.72,8.78,8.8,181.81,60.0,35.58,1.08,-14.2,7.23,4.12,300.0
1,0,2,0.2797,15.0,43.76,2.0,-3.85,1.0,0.1,300.0,60.0,60.0,0.0,0.0,6.63,3.35,300.0,36.02,60.0,0.86,-9.29,1.59,9.7,160.49,60.0,39.01,1.71,-9.27,10.0,1.51,300.0
1,0,3,0.2757,15.0,37.96,2.0,-4.42,1.0,0.1,104.1,37.55,60.0,0.0,0.0,8.38,0.73,300.0,31.37,60.0,1.64,-2.0,5.2,10.0,124.52,60.0,36.52,2.0,0.0,10.0,4.76,300.0
1,0,4,0.3118,15.0,47.55,2.0,-7.67,1.0,0.1,82.49,40.35,60.0,0.0,-7.74,10.0,0.1,300.0,15.0,60.0,1.52,-1.07,8.31,10.0,167.46,60.0,41.41,0.39,0.0,10.0,7.68,300.0
1,0,5,0.3843,15.0,42.89,2.0,-10.72,1.0,0.1,245.02,24.95,60.0,1.0,-15.0,5.99,0.1,300.0,15.0,56.55,2.0,0.0,7.17,10.0,221.98,60.0,30.0,1.79,0.0,10.0,10.0,300.0
1,0,6,0.4099,15.0,30.0,1.67,-15.0,1.0,0.1,212.02,15.24,60.0,2.0,-15.0,2.44,0.1,300.0,15.0,60.0,1.17,0.0,1.0,10.0,271.07,60.0,30.0,1.31,0.0,8.67,10.0,285.84
1,0,7,0.3793,15.0,31.43,2.0,-15.0,1.0,0.1,300.0,27.22,60.0,2.0,-15.0,3.36,0.1,225.81,15.0,60.0,2.0,0.0,1.0,10.0,300.0,48.8,35.62,1.25,0.0,10.0,10.0,266.96
1,0,8,0.3517,15.0,35.51,2.0,-15.0,1.0,0.1,300.0,31.13,60.0,2.0,-15.0,1.02,0.1,300.0,15.0,60.0,2.0,0.0,1.0,10.0,300.0,47.53,30.0,2.0,0.0,10.0,10.0,207.94
1,0,9,0.3378,15.0,30.0,2.0,-15.0,1.0,0.1,300.0,58.96,60.0,1.92,-15.0,1.0,0.1,300.0,15.0,60.0,2.0,0.0,1.0,10.0,300.0,48.64,30.0,0.99,0.0,10.0,10.0,300.0
1,0,10,0.344,15.0,49.98,2.0,-15.0,2.99,0.1,198.04,48.86,60.0,2.0,-15.0,1.0,0.1,300.0,15.0,60.0,2.0,0.0,3.11,10.0,300.0,60.0,30.0,0.57,0.0,10.0,10.0,300.0
1,0,11,0.4069,15.0,37.72,1.67,-15.0,9.11,0.1,104.64,52.94,60.0,1.22,-15.0,6.05,0.1,300.0,15.0,60.0,2.0,0.0,2.58,10.0,300.0,60.0,30.0,1.74,0.0,10.0,10.0,300.0
1,0,12,0.3992,15.0,60.0,2.0,-15.0,10.0,0.1,137.54,60.0,60.0,2.0,-15.0,4.36,0.1,300.0,15.0,60.0,2.0,0.0,6.2,10.0,300.0,60.0,30.0,2.0,0.0,10.0,10.0,300.0
