score,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum,Hiss,CL,Thre,Ratio,Attk,Release
0.387,27.84,34.27,0.86,-7.77,6.97,4.9,216.79,34.06,34.77,1.13,-11.2,4.88,7.35,90.53,20.44,52,1.26,-0.62,7.52,4.4,73.43,15.83,47.26,1.98,-2.16,7.56,9.16,108.2
0.3699,27.84,34.27,0.86,-9.06,6.97,8.6,243.28,34.06,39.19,1.13,-11.2,4.88,7.35,90.53,22.74,52.05,1,-0.62,8.54,4.4,73.43,16.72,33.17,0.05,-10.23,7.56,9.16,108.2
0.4332,27.84,32.49,1.56,-8.89,6.97,4.9,216.79,51.59,34.77,1.91,-12.48,4.88,3,90.53,22.74,52.05,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.4154,27.68,32.49,1.56,-8.89,6.97,8.6,216.79,34.06,39.19,1.13,-12.48,4.88,3,90.53,20.44,52.05,1.26,-0.62,8.54,4.4,196.68,15.83,33.17,1.98,-5.05,7.56,9.16,108.65
0.3862,27.68,34.27,0.86,-8.89,6.97,8.6,243.28,51.59,34.77,1.13,-12.48,4.88,7.35,90.53,22.74,52,1,-0.62,7.52,4.4,73.43,16.72,33.17,0.05,-10.23,1.07,9.16,108.2
0.418,27.68,32.49,1.56,-7.77,6.97,8.6,216.79,16.96,39.19,1.13,-12.48,5.86,3,90.53,20.44,52.05,1.26,-0.62,7.52,9.47,73.43,15.83,47.26,0.05,-10.23,7.56,5.27,108.65
0.4205,27.68,34.27,1.56,-8.89,3.65,4.9,243.28,34.06,39.19,1.91,-11.2,7.34,3,57.17,22.74,52,1,-2.76,7.52,4.4,73.43,15.83,33.17,0.05,-6.19,7.56,9.16,108.65
0.4219,27.84,32.49,1.56,-7.77,6.97,8.6,216.79,51.59,34.77,1.91,-12.48,4.88,3,90.53,43.05,52.05,1,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4288,27.84,32.49,1.56,-7.77,6.97,4.9,216.79,51.59,39.19,1.91,-12.48,4.88,3,57.17,20.44,52,1,-1.56,7.52,9.47,196.68,15.83,36.67,1.98,-10.23,3.84,9.16,108.65
0.4491,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,22.74,52,1.26,-0.62,7.52,2.92,73.43,15.83,33.17,1.98,-12.14,3.84,9.16,108.2
0.4205,27.84,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,39.19,1.91,-12.48,4.88,3,90.53,20.44,52,1.26,-1.56,7.52,9.47,73.43,28.52,33.17,1.98,-10.23,3.84,9.16,108.2
0.4468,27.68,32.49,1.56,-8.89,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,5.01,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.4233,27.84,32.49,1.56,-7.77,6.97,4.9,296.26,34.06,39.19,1.91,-12.48,4.88,3,90.53,22.74,52.05,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,9.16,108.2
0.4237,27.84,32.49,1.56,-7.77,6.29,8.6,216.79,34.06,39.19,1.91,-12.48,4.88,3,57.17,22.74,52.05,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,0.05,-12.14,3.84,5.27,108.2
0.4317,27.68,32.49,1.56,-7.77,6.97,8.6,216.79,34.06,34.77,1.91,-12.48,4.88,3,90.53,22.74,52,1.26,-1.56,7.52,9.47,256.66,15.83,33.17,0.05,-12.14,3.84,9.16,108.65
0.4243,27.84,32.49,1.56,-8.89,6.97,4.9,216.79,34.06,39.19,1.91,-12.48,4.88,3,90.53,22.74,52.05,1,-0.62,7.52,8.54,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.2
0.4481,27.68,32.49,1.56,-8.89,6.97,8.6,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52.05,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,2.63,5.27,108.65
0.4292,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,51.59,34.77,1.91,-12.48,4.88,3,90.53,22.74,52.05,1,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,8.51,108.2
0.4541,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,5.27,108.65
0.4361,57.48,32.49,1.56,-8.89,6.97,4.9,216.79,51.59,34.77,1.91,-12.48,4.88,3,90.53,20.44,52.05,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.3942,27.68,32.49,1.56,-7.77,6.97,8.6,216.79,51.59,39.19,1.91,-12.48,4.88,9.08,57.17,22.74,52,1,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,5.27,108.65
0.4218,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,42.12,39.19,1.91,-12.48,4.88,3,90.53,22.74,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.2
0.4018,27.68,58.26,1.56,-7.77,6.97,8.6,216.79,51.59,39.19,1.91,-12.48,4.88,3,90.53,22.74,52,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4146,27.68,32.49,1.56,-8.89,3.86,8.6,216.79,51.59,39.19,1.91,-12.48,4.88,3,90.53,22.74,52,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.4206,27.68,32.49,1.72,-7.77,6.97,8.6,216.79,34.06,39.19,1.91,-12.48,4.88,3,57.17,22.74,52.05,1,-0.62,7.52,9.47,196.68,15.83,33.17,0.05,-10.23,3.84,5.27,108.2
0.4439,27.84,32.49,1.56,-7.77,6.97,8.6,216.79,51.59,34.77,1.91,-12.48,4.88,3,57.17,22.74,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,150.2
0.4224,27.68,32.49,1.56,-8.89,6.97,8.6,216.79,51.59,39.19,1.91,-12.48,4.88,3,57.17,22.74,52.05,1.26,-1.56,2.38,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,5.27,108.2
0.4229,27.68,32.49,1.56,-8.89,6.97,4.9,216.79,34.06,39.19,1.91,-12.48,4.88,3,90.53,20.44,52.05,1,-1.56,7.52,9.47,196.68,15.83,47.21,1.98,-12.14,3.84,5.27,108.2
0.4493,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.2
0.4403,27.68,32.49,1.56,-8.89,6.97,4.9,216.79,30.63,34.77,1.91,-12.48,4.88,3,90.53,22.74,52.05,1,-1.56,7.52,9.47,196.68,15.83,33.17,0.05,-12.14,3.84,5.27,108.2
0.4332,27.68,32.49,1.56,-7.77,6.97,8.6,266.33,34.06,34.77,1.91,-12.48,4.88,3,90.53,20.44,52.05,1,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.65
0.4349,27.68,32.49,1.63,-7.77,6.97,8.6,216.79,51.59,34.77,1.91,-12.48,4.88,3,90.53,20.44,52.05,1,-1.56,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4156,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,51.59,39.19,1.91,-12.48,4.88,3,90.53,22.74,52.05,1,-0.62,7.52,9.47,196.68,15.83,33.17,0.18,-10.23,3.84,9.16,108.2
0.436,27.68,32.49,1.56,-8.89,6.97,8.6,216.79,51.59,39.19,1.91,-12.48,5.65,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4435,27.68,32.49,1.56,-8.89,6.97,4.9,216.79,34.06,39.19,1.91,-12.48,4.88,3,57.17,20.44,34.37,1,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,9.16,108.2
0.4128,27.68,32.49,1.56,-7.77,6.97,4.9,143.63,51.59,39.19,1.91,-12.48,4.88,3,90.53,22.74,52,1,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,5.27,108.65
0.4233,27.68,32.49,1.56,-8.89,6.97,8.6,216.79,51.59,39.19,1.91,-12.48,4.88,3,90.53,20.44,52.05,1.18,-1.56,7.52,9.47,73.43,15.83,33.17,1.98,-10.23,3.84,9.16,108.2
0.4222,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,39.19,1.91,-12.48,3.42,3,90.53,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.2
0.4401,27.84,32.49,1.56,-8.89,6.97,8.6,216.79,51.59,34.77,1.91,-12.48,4.88,3,57.17,22.74,52.05,1,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-5.48,3.84,9.16,108.65
0.4165,39.48,32.49,1.56,-8.89,6.97,8.6,216.79,51.59,39.19,1.91,-12.48,4.88,3,57.17,22.74,52.05,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.3982,27.68,52.65,1.56,-8.89,6.97,4.9,216.79,51.59,39.19,1.91,-12.48,4.88,3,90.53,22.74,52,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,5.27,108.65
0.3942,27.84,32.49,1.56,-7.77,6.97,8.6,216.79,51.59,39.19,1.91,-12.48,4.88,3,294.88,20.44,52.05,1,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,5.27,108.65
0.4177,27.68,32.49,1.56,-8.89,6.97,2,216.79,51.59,39.19,1.91,-12.48,4.88,3,90.53,22.74,52,1,-1.56,7.52,9.47,196.68,15.83,33.17,0.05,-10.23,3.84,5.27,108.2
0.4142,27.84,54.4,1.56,-8.89,6.97,8.6,216.79,34.06,39.19,1.91,-12.48,4.88,3,57.17,20.44,52.05,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,1.98,-10.23,3.84,5.27,108.2
0.4297,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,51.59,39.19,1.91,-12.48,4.88,3,57.17,20.44,52.05,1,-1.56,7.52,9.47,73.43,15.83,33.17,1.98,-10.23,3.84,7.52,108.2
0.4435,27.84,32.49,1.56,-8.89,6.97,8.6,216.79,29.43,34.77,1.91,-12.48,4.88,3,57.17,22.74,52.05,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,0.05,-10.23,3.84,5.27,108.65
0.4293,27.84,32.49,1.56,-7.77,6.97,8.6,216.79,34.06,39.19,1.91,-12.48,4.88,3,90.53,20.44,52,1,-0.62,7.52,9.47,73.43,15.83,33.17,1.98,-12.14,3.84,5.27,65.38
0.4264,27.84,32.49,1.56,-7.77,6.97,8.6,135.93,51.59,34.77,1.91,-12.48,4.88,3,90.53,22.74,52,1,-0.62,7.52,9.47,196.68,15.83,33.17,0.05,-10.23,3.84,5.27,108.65
0.398,27.68,32.49,1.56,-8.89,6.97,4.9,216.79,51.59,39.19,1.91,-12.48,4.88,9.51,90.53,22.74,52,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,5.27,108.2
0.4395,27.84,32.49,1.56,-8.89,6.97,8.6,73.26,51.59,34.77,1.91,-12.48,4.88,3,57.17,22.74,52.05,1,-1.56,7.52,9.47,73.43,15.83,33.17,1.98,-12.14,3.84,5.27,108.2
0.4398,27.68,42.84,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52.05,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.2
0.4245,27.84,32.49,1.56,-7.77,6.97,8.6,216.79,34.18,39.19,1.91,-12.48,4.88,3,57.17,20.44,52.05,1,-1.56,7.52,9.47,196.68,15.83,33.17,0.05,-12.14,3.84,9.16,108.2
0.4236,27.84,32.49,1.56,-7.77,6.97,4.9,216.79,51.59,39.19,1.91,-12.48,4.88,3,90.53,20.44,52.05,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,6.04,108.65
0.4262,27.84,32.49,1.56,-7.77,6.97,8.6,216.79,51.59,39.95,1.91,-12.48,4.88,3,57.17,20.44,52,1,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.2
0.4387,27.68,32.49,1.56,-8.89,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,90.53,20.44,52,1,-1.56,1.07,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,5.27,108.65
0.4079,27.84,32.49,1.56,-8.89,6.97,8.6,216.79,51.59,39.19,1.91,-12.48,4.88,3,283.76,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4344,27.68,32.49,1.56,-7.77,2.96,8.6,216.79,51.59,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,5.27,108.2
0.4271,27.68,32.49,1.56,-8.89,6.97,8.6,216.79,51.59,39.19,1.91,-12.48,4.88,3,90.53,20.44,52.05,1.26,-1.56,7.34,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4051,27.68,32.49,1.56,-8.89,6.97,8.6,216.79,51.59,39.19,1.91,-12.48,4.88,3,90.53,20.44,52,1,-1.56,7.52,9.47,196.68,26.56,33.17,0.05,-12.14,3.84,5.27,108.65
0.4474,27.84,32.49,1.56,-8.89,6.97,8.6,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52.05,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,1.98,-10.23,3.84,5.17,108.65
0.4376,27.84,32.49,1.56,-8.89,6.97,4.9,216.79,34.06,39.19,1.91,-12.48,4.88,1.58,57.17,22.74,52,1,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,9.16,108.65
0.4327,27.84,32.49,1.56,-7.77,6.97,8.6,216.79,51.59,34.77,1.91,-12.48,4.88,3,57.17,22.74,52,1.26,-1.56,7.03,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,9.16,108.65
0.4426,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,39.19,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,3.43,108.2
0.4399,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,51.59,34.77,1.91,-12.48,4.88,3,57.17,22.74,52.05,1.99,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,9.16,108.65
0.4287,27.68,32.49,1.56,-8.89,6.97,4.9,216.79,34.06,39.19,1.91,-12.48,4.88,3,57.17,20.44,52,1.08,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,5.27,108.2
0.4091,27.68,32.49,1.56,-7.77,6.97,8.6,216.79,53.79,39.19,1.91,-12.48,4.88,3,90.53,22.74,52.05,1,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.4391,39.94,32.49,1.56,-7.77,6.97,7.67,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,5.27,108.65
0.4482,47.46,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,9.16,108.65
0.4527,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,97.63,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.447,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.18,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,0.05,-12.14,3.84,9.16,108.2
0.462,27.68,32.49,1.56,-7.77,9.87,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.2
0.4434,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3.38,57.17,20.44,52,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.2
0.446,39.94,32.49,1.56,-7.77,6.97,4.11,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,1.98,-10.23,3.84,5.27,108.2
0.4761,27.68,32.49,1.56,-14.5,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4393,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.17,-12.14,3.84,9.16,108.2
0.4464,27.68,32.49,1.56,-7.77,6.97,9.02,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4315,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,256.66,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.2
0.4571,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,38.44,1.98,-12.14,3.84,5.27,108.65
0.4351,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,35.38,52,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,5.27,108.65
0.4568,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,35.58,1.98,-12.14,3.84,5.27,108.65
0.4614,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,31.52,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,9.16,108.2
0.4547,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,9.98,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,5.27,108.65
0.4371,27.68,58.22,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.2
0.4505,27.68,32.49,1.56,-7.51,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,1.98,-12.14,3.84,5.27,108.2
0.447,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,42.12,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.438,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,196.68,43.26,33.17,1.98,-12.14,3.84,5.27,108.2
0.4506,27.68,32.49,1.56,-12.14,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,5.27,108.2
0.4522,33.28,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.4443,27.68,32.49,1.56,-7.77,2.38,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,1.98,-10.23,3.84,5.27,108.2
0.4532,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.85,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,9.16,108.65
0.4527,27.68,32.49,1.56,-10.54,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,9.16,108.65
0.4432,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.8,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,9.16,108.2
0.4537,30.63,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.65
0.4445,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,41.53,1.98,-10.23,3.84,9.16,108.2
0.4619,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,8.86,5.27,108.65
0.4214,27.68,55.13,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,0.05,-12.14,3.84,9.16,108.2
0.4502,27.68,34.37,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.4347,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,143.63,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,9.16,108.65
0.4492,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,51.18,15.83,33.17,1.98,-12.14,3.84,9.16,108.2
0.4625,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-2.34,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4273,39.94,54.48,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
0.4336,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,52.65,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,1.98,-12.14,3.84,5.27,108.2
0.4408,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,0.05,-2.86,3.84,5.27,108.2
0.4443,32.66,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,0.05,-12.14,3.84,9.16,108.2
0.4389,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,73.43,15.83,44.43,1.98,-12.14,3.84,5.27,108.65
0.4478,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,0.02,-10.23,3.84,5.27,108.2
0.4564,39.94,32.49,1.56,-7.77,6.97,4.9,135.93,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4579,27.68,32.49,1.56,-7.77,3.78,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,196.68,15.83,33.17,1.98,-10.23,3.84,5.27,108.2
0.3711,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,0.04,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,0.05,-10.23,3.84,5.27,108.2
0.4132,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,49.18,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.4455,41.42,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,1.98,-10.23,3.84,9.16,108.2
0.4258,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,39.95,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,3.84,9.16,108.65
0.4621,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-14.93,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-10.23,3.84,9.16,108.2
0.4626,27.68,32.49,1.56,-7.77,6.97,4.9,283.76,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.65
0.4455,39.94,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-1.56,7.52,9.47,73.43,15.83,33.17,0.05,-12.14,2.96,5.27,108.65
0.4614,52.06,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,9.47,196.68,15.83,33.17,1.98,-12.14,3.84,5.27,108.2
0.4482,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,52,1.26,-0.62,7.52,9.47,183.28,15.83,33.17,0.05,-10.23,3.84,9.16,108.65
0.4608,27.68,32.49,1.56,-7.77,6.97,4.9,216.79,34.06,34.77,1.91,-12.48,4.88,3,57.17,20.44,35.58,1.26,-0.62,7.52,7.86,73.43,15.83,33.17,1.98,-10.23,3.84,5.27,108.65
